Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G+A,G_minus_PK,PK,PKatt,CrdY,CrdR,xG_Expected,npxG_Expected,xAG_Expected,npxG+xAG_Expected,PrgC_Progression,PrgP_Progression,PrgR_Progression,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,xG_Per,xAG_Per,xG+xAG_Per,npxG_Per,npxG+xAG_Per,Url
2023,Cádiz,La Liga,Luis Hernández,ESP,DF,33,1989,35,35,3149,35,0,0,0,0,0,0,8,1,0.3,0.3,0.9,1.2,10,95,8,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,https://fbref.com/en/players/02d2c436/Luis-Hernandez
2023,Cádiz,La Liga,Jeremías Ledesma,ARG,GK,29,1993,34,34,3060,34,0,0,0,0,0,0,2,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/6c4776b1/Jeremias-Ledesma
2023,Cádiz,La Liga,Anthony Lozano,HON,FW,29,1993,28,14,1443,16,1,1,2,1,0,0,6,0,2.6,2.6,0.8,3.5,19,28,58,0.06,0.06,0.12,0.06,0.12,0.17,0.05,0.22,0.17,0.22,https://fbref.com/en/players/38699c72/Anthony-Lozano
2023,Cádiz,La Liga,Awer Mabil,AUS,"MF,FW",26,1995,5,1,165,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,5,4,14,0,0,0,0,0,0.09,0.01,0.09,0.09,0.09,https://fbref.com/en/players/922da988/Awer-Mabil
2023,Cádiz,La Liga,José Mari,ESP,MF,34,1987,18,2,397,4.4,0,0,0,0,0,0,4,0,0.1,0.1,0.3,0.4,5,21,4,0,0,0,0,0,0.03,0.07,0.09,0.03,0.09,https://fbref.com/en/players/6f4c734d/Jose-Mari
2023,Cádiz,La Liga,Roger Martí,ESP,FW,31,1991,14,8,639,7.1,1,0,1,1,0,0,1,0,2.5,2.5,0.5,2.9,7,5,34,0.14,0,0.14,0.14,0.14,0.35,0.06,0.41,0.35,0.41,https://fbref.com/en/players/0ae4e09a/Roger-Marti
2023,Cádiz,La Liga,Mamadou Mbaye,SEN,DF,24,1998,14,7,760,8.4,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.3,2,13,1,0,0,0,0,0,0.01,0.03,0.04,0.01,0.04,https://fbref.com/en/players/8aae94b9/Mamadou-Mbaye
2023,Cádiz,La Liga,Jorge Meré,ESP,DF,25,1997,10,6,601,6.7,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,1,14,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,https://fbref.com/en/players/9f979eb2/Jorge-Mere
2023,Cádiz,La Liga,Francisco Mwepu,ZAM,FW,22,2000,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/dfe5caa2/Francisco-Mwepu
2023,Cádiz,La Liga,Álvaro Negredo,ESP,FW,36,1985,21,9,757,8.4,1,2,3,1,0,0,0,0,1.8,1.8,2.4,4.2,4,17,22,0.12,0.24,0.36,0.12,0.36,0.21,0.28,0.5,0.21,0.5,https://fbref.com/en/players/63b0ca6b/Alvaro-Negredo
2023,Cádiz,La Liga,Brian Ocampo,URU,"MF,FW",23,1999,18,15,1119,12.4,1,1,2,1,0,0,2,0,0.5,0.5,1.7,2.2,40,22,81,0.08,0.08,0.16,0.08,0.16,0.04,0.14,0.18,0.04,0.18,https://fbref.com/en/players/2e3995cd/Brian-Ocampo
2023,Cádiz,La Liga,Raúl Parra,ESP,DF,22,1999,6,4,310,3.4,0,0,0,0,0,0,1,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0.01,0.01,0,0.01,https://fbref.com/en/players/647d39d2/Raul-Parra
2023,Cádiz,La Liga,Alberto Perea,ESP,MF,31,1990,1,1,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/5496cc91/Alberto-Perea
2023,Cádiz,La Liga,Lucas Pérez,ESP,FW,33,1988,14,5,628,7,3,0,3,3,0,0,3,0,2,2,0.6,2.5,8,14,24,0.43,0,0.43,0.43,0.43,0.28,0.08,0.36,0.28,0.36,https://fbref.com/en/players/a300ac7e/Lucas-Perez
2023,Cádiz,La Liga,Chris Ramos,ESP,FW,25,1997,15,7,710,7.9,1,0,1,1,0,0,2,0,3,3,0.2,3.2,9,6,35,0.13,0,0.13,0.13,0.13,0.38,0.03,0.41,0.38,0.41,https://fbref.com/en/players/44e07fac/Chris-Ramos
2023,Cádiz,La Liga,Fede San Emeterio,ESP,MF,25,1997,33,24,1844,20.5,0,1,1,0,0,0,14,0,0.3,0.3,0.8,1.1,1,45,11,0,0.05,0.05,0,0.05,0.02,0.04,0.05,0.02,0.05,https://fbref.com/en/players/efecd633/Fede-San-Emeterio
2023,Cádiz,La Liga,Rubén Sobrino,ESP,"MF,FW",30,1992,33,28,2465,27.4,3,2,5,3,0,0,11,0,4.9,4.9,2.3,7.2,45,46,81,0.11,0.07,0.18,0.11,0.18,0.18,0.08,0.26,0.18,0.26,https://fbref.com/en/players/19b776e9/Ruben-Sobrino
2023,Cádiz,La Liga,Joseba Zaldúa,ESP,DF,30,1992,10,7,639,7.1,0,1,1,0,0,0,4,0,0,0,0,0.1,13,13,20,0,0.14,0.14,0,0.14,0,0.01,0.01,0,0.01,https://fbref.com/en/players/5ca20b7a/Joseba-Zaldua
2023,Elche,La Liga,Alejandro Alfaro,ESP,MF,20,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b907d169/Alejandro-Alfaro
2023,Elche,La Liga,Édgar Badía,ESP,GK,30,1992,36,36,3240,36,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e4346678/Edgar-Badia
2023,Elche,La Liga,Pedro Bigas,ESP,DF,31,1990,28,25,2020,22.4,0,0,0,0,0,0,4,2,1.8,1.8,0,1.8,19,83,3,0,0,0,0,0,0.08,0,0.08,0.08,0.08,https://fbref.com/en/players/697295b1/Pedro-Bigas
2023,Elche,La Liga,Lautaro Blanco,ARG,"DF,MF",23,1999,17,9,872,9.7,0,2,2,0,0,0,2,0,0,0,1.5,1.6,41,28,76,0,0.21,0.21,0,0.21,0,0.16,0.16,0,0.16,https://fbref.com/en/players/1657f448/Lautaro-Blanco
2023,Elche,La Liga,Lucas Boyé,ARG,FW,26,1996,35,29,2462,27.4,7,2,9,7,0,1,7,1,8.3,7.5,2.9,10.5,58,63,160,0.26,0.07,0.33,0.26,0.33,0.3,0.11,0.41,0.27,0.38,https://fbref.com/en/players/d49f3e6b/Lucas-Boye
2023,Elche,La Liga,Carmona,ESP,"MF,DF",20,2002,9,8,589,6.5,1,0,1,1,0,0,5,1,0.4,0.4,0.1,0.5,8,10,27,0.15,0,0.15,0.15,0.15,0.06,0.02,0.08,0.06,0.08,https://fbref.com/en/players/2dce876a/Carmona
2023,Elche,La Liga,Pape Cheikh Diop,SEN,MF,24,1997,2,0,37,0.4,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/873ce3a2/Pape-Cheikh-Diop
2023,Elche,La Liga,Carlos Clerc,ESP,"DF,MF",30,1992,32,31,2639,29.3,0,1,1,0,0,0,5,0,0.6,0.6,2.1,2.7,51,107,91,0,0.03,0.03,0,0.03,0.02,0.07,0.09,0.02,0.09,https://fbref.com/en/players/33a61a52/Carlos-Clerc
2023,Elche,La Liga,Álex Collado,ESP,MF,23,1999,15,8,722,8,1,1,2,1,0,0,1,0,0.6,0.6,1.6,2.2,24,34,43,0.12,0.12,0.25,0.12,0.25,0.08,0.2,0.28,0.08,0.28,https://fbref.com/en/players/85dace26/Alex-Collado
2023,Elche,La Liga,John Donald,ESP,"MF,DF",21,2000,14,13,1092,12.1,0,0,0,0,0,0,3,1,0.1,0.1,0.1,0.2,3,23,2,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,https://fbref.com/en/players/5e95c000/John-Donald
2023,Elche,La Liga,Nicolás Ezequiel Fernández,ARG,"MF,DF",22,2000,18,3,514,5.7,0,1,1,0,0,0,2,0,0.4,0.4,0.8,1.2,21,29,53,0,0.18,0.18,0,0.18,0.07,0.14,0.22,0.07,0.22,https://fbref.com/en/players/3409de86/Nicolas-Ezequiel-Fernandez
2023,Elche,La Liga,Federico Fernández,ARG,DF,33,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://fbref.com/en/players/f25b010f/Federico-Fernandez
2023,Elche,La Liga,Fidel,ESP,"MF,FW",32,1989,27,21,1714,19,3,2,5,2,1,1,5,0,2.3,1.5,2.3,3.8,53,139,90,0.16,0.11,0.26,0.11,0.21,0.12,0.12,0.24,0.08,0.2,https://fbref.com/en/players/eb82b6f1/Fidel
2023,Elche,La Liga,Diego González,ESP,DF,27,1995,16,8,958,10.6,0,0,0,0,0,0,4,0,0.8,0.8,0,0.8,1,13,2,0,0,0,0,0,0.07,0,0.07,0.07,0.07,https://fbref.com/en/players/4ac7608e/Diego-Gonzalez
2023,Elche,La Liga,Gerard Gumbau,ESP,MF,27,1994,35,31,2737,30.4,1,6,7,1,0,0,11,0,2.3,2.3,6.2,8.5,18,145,52,0.03,0.2,0.23,0.03,0.23,0.08,0.2,0.28,0.08,0.28,https://fbref.com/en/players/ac454a4f/Gerard-Gumbau
2023,Elche,La Liga,Raúl Guti,ESP,MF,25,1996,28,12,1117,12.4,0,0,0,0,0,0,1,0,1.6,1.6,0.1,1.7,4,32,17,0,0,0,0,0,0.13,0.01,0.14,0.13,0.14,https://fbref.com/en/players/0b2c8585/Raul-Guti
2023,Elche,La Liga,Josan,ESP,"DF,MF",32,1989,26,9,1078,12,1,3,4,1,0,0,3,0,0.4,0.4,1.6,2,37,39,61,0.08,0.25,0.33,0.08,0.33,0.04,0.13,0.17,0.04,0.17,https://fbref.com/en/players/5b28b2f6/Josan
2023,Elche,La Liga,Pol Lirola,ESP,DF,24,1997,12,7,628,7,1,0,1,1,0,0,1,0,0.2,0.2,0.7,0.9,21,19,35,0.14,0,0.14,0.14,0.14,0.03,0.1,0.12,0.03,0.12,https://fbref.com/en/players/ff800ed8/Pol-Lirola
2023,Elche,La Liga,Lisandro Magallán,ARG,DF,28,1993,14,11,902,10,0,0,0,0,0,0,0,1,0.6,0.6,0.1,0.7,2,16,0,0,0,0,0,0,0.06,0.01,0.07,0.06,0.07,https://fbref.com/en/players/01a49bd2/Lisandro-Magallan
2023,Elche,La Liga,Roger Martí,ESP,FW,31,1991,12,8,655,7.3,0,1,1,0,0,0,2,0,0.6,0.6,0.7,1.2,8,7,50,0,0.14,0.14,0,0.14,0.08,0.09,0.17,0.08,0.17,https://fbref.com/en/players/0ae4e09a/Roger-Marti
2023,Elche,La Liga,Omar Mascarell,EQG,"MF,DF",29,1993,28,28,2447,27.2,0,1,1,0,0,0,6,0,0.4,0.4,1.1,1.5,27,116,6,0,0.04,0.04,0,0.04,0.02,0.04,0.05,0.02,0.05,https://fbref.com/en/players/11fd2b75/Omar-Mascarell
2023,Elche,La Liga,Pere Milla,ESP,"FW,MF",29,1992,31,21,1843,20.5,6,1,7,3,3,3,7,0,5.4,3,1.2,4.2,23,65,83,0.29,0.05,0.34,0.15,0.2,0.26,0.06,0.32,0.15,0.2,https://fbref.com/en/players/335039a2/Pere-Milla
