Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Gls_Standard,Sh_Standard,SoT_Standard,SoT_percent_Standard,Sh_per_90_Standard,SoT_per_90_Standard,G_per_Sh_Standard,G_per_SoT_Standard,Dist_Standard,FK_Standard,PK_Standard,PKatt_Standard,xG_Expected,npxG_Expected,npxG_per_Sh_Expected,G_minus_xG_Expected,np:G_minus_xG_Expected,Url
2023,Almería,La Liga,Umar Sadiq,NGA,FW,25,1997,2.7,2,7,3,42.9,2.62,1.13,0.29,0.67,14.5,0,0,0,1.5,1.5,0.21,0.5,0.5,https://fbref.com/en/players/686cbe7d/Umar-Sadiq
2023,Almería,La Liga,Dyego Sousa,POR,FW,32,1989,5.9,0,13,4,30.8,2.22,0.68,0,0,14.2,0,0,0,1.2,1.2,0.09,-1.2,-1.2,https://fbref.com/en/players/e4738e91/Dyego-Sousa
2023,Athletic Club,La Liga,Julen Agirrezabala,ESP,GK,21,2000,7.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/a2c1a8d3/Julen-Agirrezabala
2023,Athletic Club,La Liga,Yeray Álvarez,ESP,DF,27,1995,25.9,1,8,1,12.5,0.31,0.04,0.13,1,16,0,0,0,0.8,0.8,0.1,0.2,0.2,https://fbref.com/en/players/3ecc11d8/Yeray-Alvarez
2023,Athletic Club,La Liga,Adu Ares,ESP,"FW,MF",20,2001,0.9,0,3,0,0,3.21,0,0,NA,21.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,https://fbref.com/en/players/a461f098/Adu-Ares
2023,Athletic Club,La Liga,Mikel Balenziaga,ESP,DF,34,1988,1.3,0,1,0,0,0.78,0,0,NA,24.4,0,0,0,0,0,0.03,0,0,https://fbref.com/en/players/1fe67e86/Mikel-Balenziaga
2023,Athletic Club,La Liga,Yuri Berchiche,ESP,DF,32,1990,26.7,1,28,7,25,1.05,0.26,0.04,0.14,20.4,0,0,0,1.3,1.3,0.05,-0.3,-0.3,https://fbref.com/en/players/b6e50615/Yuri-Berchiche
2023,Athletic Club,La Liga,Álex Berenguer,ESP,FW,27,1995,25.5,4,56,19,33.9,2.19,0.74,0.07,0.21,18,4,0,0,4.3,4.3,0.08,-0.3,-0.3,https://fbref.com/en/players/dc1c2fce/Alex-Berenguer
2023,Athletic Club,La Liga,Ander Capa,ESP,DF,30,1992,1.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/37f1cf47/Ander-Capa
2023,Athletic Club,La Liga,Dani García,ESP,MF,32,1990,16.5,0,9,0,0,0.55,0,0,NA,18.2,0,0,0,1.4,1.4,0.16,-1.4,-1.4,https://fbref.com/en/players/240d3a0b/Dani-Garcia
2023,Athletic Club,La Liga,Raúl García,ESP,"FW,MF",36,1986,10.7,2,52,14,26.9,4.84,1.3,0.04,0.14,14.6,0,0,0,5.2,5.2,0.1,-3.2,-3.2,https://fbref.com/en/players/b418dbd4/Raul-Garcia
2023,Athletic Club,La Liga,Gorka Guruzeta,ESP,FW,25,1996,15.8,6,51,17,33.3,3.23,1.08,0.12,0.35,12.7,2,0,0,6.1,6.1,0.12,-0.1,-0.1,https://fbref.com/en/players/6b5ea2f4/Gorka-Guruzeta
2023,Athletic Club,La Liga,Ander Herrera,ESP,MF,32,1989,7.7,0,10,1,10,1.29,0.13,0,0,20.9,2,0,0,0.5,0.5,0.05,-0.5,-0.5,https://fbref.com/en/players/436a9dd0/Ander-Herrera
2023,Athletic Club,La Liga,Iñigo Lekue,ESP,DF,29,1993,14.7,0,9,1,11.1,0.61,0.07,0,0,26.7,0,0,0,0.2,0.2,0.02,-0.2,-0.2,https://fbref.com/en/players/59b7d823/Inigo-Lekue
2023,Athletic Club,La Liga,Óscar de Marcos,ESP,DF,33,1989,31.3,1,4,2,50,0.13,0.06,0.25,0.5,20.3,0,0,0,0.4,0.4,0.1,0.6,0.6,https://fbref.com/en/players/9f323c71/Oscar-de-Marcos
2023,Athletic Club,La Liga,Iñigo Martínez,ESP,DF,31,1991,14.9,1,10,2,20,0.67,0.13,0.1,0.5,15.1,3,0,0,0.8,0.8,0.08,0.2,0.2,https://fbref.com/en/players/3fc45c73/Inigo-Martinez
2023,Athletic Club,La Liga,Jon Morcillo,ESP,"FW,MF",23,1998,0.8,0,1,0,0,1.18,0,0,NA,10.3,0,0,0,0.1,0.1,0.15,-0.1,-0.1,https://fbref.com/en/players/b7d7f3bf/Jon-Morcillo
2023,Athletic Club,La Liga,Iker Muniain,ESP,"MF,FW",29,1992,18.8,0,28,7,25,1.49,0.37,0,0,18.1,1,0,0,3,3,0.11,-3,-3,https://fbref.com/en/players/c05dfb74/Iker-Muniain
2023,Athletic Club,La Liga,Aitor Paredes,ESP,DF,22,2000,9.5,0,8,3,37.5,0.84,0.31,0,0,12.6,0,0,0,0.5,0.5,0.06,-0.5,-0.5,https://fbref.com/en/players/b906757a/Aitor-Paredes
2023,Athletic Club,La Liga,Oihan Sancet,ESP,MF,22,2000,28.1,10,56,19,33.9,1.99,0.68,0.14,0.42,17.6,0,2,2,7.6,6,0.11,2.4,2,https://fbref.com/en/players/bdb624a3/Oihan-Sancet
2023,Athletic Club,La Liga,Unai Simón,ESP,GK,25,1997,30.5,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/5dcf3e90/Unai-Simon
2023,Athletic Club,La Liga,Unai Vencedor Paris,ESP,MF,21,2000,2.1,0,3,1,33.3,1.4,0.47,0,0,16.3,0,0,0,0.5,0.5,0.16,-0.5,-0.5,https://fbref.com/en/players/4112ace5/Unai-Vencedor-Paris
2023,Athletic Club,La Liga,Mikel Vesga,ESP,MF,29,1993,28.6,3,25,3,12,0.87,0.1,0.04,0.33,21.9,0,2,3,3.9,1.5,0.06,-0.9,-0.5,https://fbref.com/en/players/b0fce72c/Mikel-Vesga
2023,Athletic Club,La Liga,Asier Villalibre,ESP,FW,24,1997,1.1,0,4,1,25,3.71,0.93,0,0,11.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,https://fbref.com/en/players/57be54ec/Asier-Villalibre
2023,Athletic Club,La Liga,Daniel Vivian,ESP,DF,23,1999,26.4,1,13,2,15.4,0.49,0.08,0.08,0.5,12.7,0,0,0,1.2,1.2,0.09,-0.2,-0.2,https://fbref.com/en/players/ab7bf91d/Daniel-Vivian
2023,Athletic Club,La Liga,Iñaki Williams,GHA,FW,28,1994,31.5,10,83,32,38.6,2.63,1.02,0.11,0.28,15.1,0,1,2,10.7,9.1,0.11,-0.7,-0.1,https://fbref.com/en/players/6a99e0b1/Inaki-Williams
2023,Athletic Club,La Liga,Nico Williams,ESP,FW,20,2002,29.5,6,61,20,32.8,2.07,0.68,0.1,0.3,17.7,1,0,0,4.9,4.9,0.08,1.1,1.1,https://fbref.com/en/players/afdc14d7/Nico-Williams
2023,Athletic Club,La Liga,Oier Zarraga,ESP,MF,23,1999,9.5,0,18,5,27.8,1.9,0.53,0,0,24.6,0,0,0,1.3,1.3,0.07,-1.3,-1.3,https://fbref.com/en/players/968a1c2f/Oier-Zarraga
2023,Atlético Madrid,La Liga,Pablo Barrios,ESP,MF,19,2003,8,0,12,3,25,1.49,0.37,0,0,21.7,0,0,0,0.5,0.5,0.04,-0.5,-0.5,https://fbref.com/en/players/45736cec/Pablo-Barrios
2023,Atlético Madrid,La Liga,Yannick Carrasco,BEL,"DF,MF",28,1993,25.7,7,66,21,31.8,2.56,0.82,0.09,0.29,17.2,2,1,1,8,7.2,0.11,-1,-1.2,https://fbref.com/en/players/de39485a/Yannick-Carrasco
2023,Atlético Madrid,La Liga,Ángel Correa,ARG,"FW,MF",27,1995,16.2,9,43,18,41.9,2.66,1.11,0.21,0.5,15.3,0,0,0,7.1,7.1,0.17,1.9,1.9,https://fbref.com/en/players/01eb744d/Angel-Correa
2023,Atlético Madrid,La Liga,Matheus Cunha,BRA,"FW,MF",23,1999,4.2,0,12,8,66.7,2.86,1.91,0,0,16.1,0,0,0,1.4,1.4,0.12,-1.4,-1.4,https://fbref.com/en/players/dc62b55d/Matheus-Cunha
2023,Atlético Madrid,La Liga,Rodrigo De Paul,ARG,MF,28,1994,21.4,2,21,5,23.8,0.98,0.23,0.1,0.4,24.5,1,0,0,1.6,1.6,0.07,0.4,0.4,https://fbref.com/en/players/162efffd/Rodrigo-De-Paul
2023,Atlético Madrid,La Liga,Matt Doherty,IRL,DF,30,1992,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/d557d734/Matt-Doherty
2023,Atlético Madrid,La Liga,Felipe,BRA,DF,33,1989,2.2,0,1,0,0,0.46,0,0,NA,10.6,0,0,0,0,0,0.03,0,0,https://fbref.com/en/players/51a3c4c8/Felipe
2023,Atlético Madrid,La Liga,João Félix,POR,"FW,MF",22,1999,7.2,4,26,12,46.2,3.6,1.66,0.15,0.33,18.9,1,0,0,2.6,2.6,0.1,1.4,1.4,https://fbref.com/en/players/8aafd64f/Joao-Felix
2023,Atlético Madrid,La Liga,Antonio Gomis,ESP,GK,19,2003,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/f0f4671c/Antonio-Gomis
2023,Atlético Madrid,La Liga,Ivo Grbić,CRO,GK,26,1996,10.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/3f034750/Ivo-Grbic
2023,Atlético Madrid,La Liga,Antoine Griezmann,FRA,"FW,MF",31,1991,31.8,15,111,44,39.6,3.49,1.39,0.14,0.34,17.6,5,0,0,12.3,12.3,0.11,2.7,2.7,https://fbref.com/en/players/df69b544/Antoine-Griezmann
2023,Atlético Madrid,La Liga,Mario Hermoso,ESP,DF,27,1995,23.4,3,15,5,33.3,0.64,0.21,0.2,0.6,16.1,0,0,0,2.1,2.1,0.15,0.9,0.9,https://fbref.com/en/players/555f3a0b/Mario-Hermoso
2023,Atlético Madrid,La Liga,Koke,ESP,MF,30,1992,28.3,0,16,1,6.3,0.57,0.04,0,0,22.9,0,0,0,0.7,0.7,0.05,-0.7,-0.7,https://fbref.com/en/players/55126f3b/Koke
2023,Atlético Madrid,La Liga,Geoffrey Kondogbia,CTA,MF,29,1993,11.2,0,11,0,0,0.98,0,0,NA,19.7,0,0,0,0.7,0.7,0.07,-0.7,-0.7,https://fbref.com/en/players/cce181df/Geoffrey-Kondogbia
2023,Atlético Madrid,La Liga,Thomas Lemar,FRA,MF,26,1995,13.9,1,13,6,46.2,0.93,0.43,0.08,0.17,21.1,0,0,0,0.9,0.9,0.07,0.1,0.1,https://fbref.com/en/players/4dbd0916/Thomas-Lemar
2023,Atlético Madrid,La Liga,Marcos Llorente,ESP,"MF,DF",27,1995,18.9,1,24,9,37.5,1.27,0.48,0.04,0.11,17.9,0,0,0,2.1,2.1,0.09,-1.1,-1.1,https://fbref.com/en/players/02c15616/Marcos-Llorente
2023,Atlético Madrid,La Liga,Reinildo Mandava,MOZ,DF,28,1994,20.6,0,6,0,0,0.29,0,0,NA,22.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,https://fbref.com/en/players/c20bdcd7/Reinildo-Mandava
2023,Atlético Madrid,La Liga,José María Giménez,URU,DF,27,1995,26.9,2,22,8,36.4,0.82,0.3,0.09,0.25,14.1,0,0,0,2,2,0.09,0,0,https://fbref.com/en/players/f0da930c/Jose-Maria-Gimenez
2023,Atlético Madrid,La Liga,Carlos Martín,ESP,"FW,MF",20,2002,0.3,0,1,1,100,3.21,3.21,0,0,16.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,https://fbref.com/en/players/64035864/Carlos-Martin
2023,Atlético Madrid,La Liga,Memphis,NED,FW,28,1994,3,4,11,5,45.5,3.67,1.67,0.36,0.8,11.8,0,0,0,3,3,0.27,1,1,https://fbref.com/en/players/8f696594/Memphis
2023,Atlético Madrid,La Liga,Nahuel Molina,ARG,DF,24,1998,31.9,4,21,6,28.6,0.66,0.19,0.19,0.67,17,0,0,0,2.6,2.6,0.13,1.4,1.4,https://fbref.com/en/players/23610943/Nahuel-Molina
2023,Atlético Madrid,La Liga,Álvaro Morata,ESP,FW,29,1992,21.1,13,71,32,45.1,3.36,1.52,0.18,0.41,12.2,0,0,0,11.9,11.9,0.17,1.1,1.1,https://fbref.com/en/players/129af0db/Alvaro-Morata
2023,Atlético Madrid,La Liga,Saúl Ñíguez,ESP,"MF,DF",27,1994,12.2,3,21,9,42.9,1.72,0.74,0.14,0.33,17.2,0,0,0,2.4,2.4,0.11,0.6,0.6,https://fbref.com/en/players/c14bc029/Saul-Niguez
2023,Atlético Madrid,La Liga,Jan Oblak,SVN,GK,29,1993,27.7,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/ee8508c0/Jan-Oblak
2023,Atlético Madrid,La Liga,Sergio Reguilón,ESP,DF,25,1996,3.4,0,3,1,33.3,0.87,0.29,0,0,17.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,https://fbref.com/en/players/3353737a/Sergio-Reguilon
2023,Atlético Madrid,La Liga,Stefan Savić,MNE,DF,31,1991,21.6,0,2,1,50,0.09,0.05,0,0,13,0,0,0,0.2,0.2,0.09,-0.2,-0.2,https://fbref.com/en/players/f6ac68c1/Stefan-Savic
2023,Atlético Madrid,La Liga,Axel Witsel,BEL,"DF,MF",33,1989,25.1,0,9,0,0,0.36,0,0,NA,15,0,0,0,0.6,0.6,0.07,-0.6,-0.6,https://fbref.com/en/players/5dfc6ad5/Axel-Witsel
2023,Barcelona,La Liga,Ángel Alarcón,ESP,"FW,MF",18,2004,0.3,0,1,1,100,3.6,3.6,0,0,15.1,0,0,0,0,0,0.04,0,0,https://fbref.com/en/players/455c26a4/Angel-Alarcon
2023,Barcelona,La Liga,Jordi Alba,ESP,DF,33,1989,15.8,2,13,4,30.8,0.82,0.25,0.15,0.5,23.3,0,0,0,0.8,0.8,0.06,1.2,1.2,https://fbref.com/en/players/4601e194/Jordi-Alba
2023,Barcelona,La Liga,Marcos Alonso,ESP,DF,31,1990,13,1,6,2,33.3,0.46,0.15,0.17,0.5,12,0,0,0,0.9,0.9,0.15,0.1,0.1,https://fbref.com/en/players/f4290206/Marcos-Alonso
2023,Barcelona,La Liga,Ronald Araújo,URU,DF,23,1999,20,0,18,1,5.6,0.9,0.05,0,0,13.1,0,0,0,2.1,2.1,0.12,-2.1,-2.1,https://fbref.com/en/players/2bef2bca/Ronald-Araujo
2023,Barcelona,La Liga,Pierre-Emerick Aubameyang,GAB,FW,33,1989,0.1,0,1,0,0,10,0,0,NA,12.4,0,0,0,0.1,0.1,0.12,-0.1,-0.1,https://fbref.com/en/players/d5dd5f1f/Pierre-Emerick-Aubameyang
2023,Barcelona,La Liga,Alejandro Balde,ESP,DF,18,2003,27.5,1,19,4,21.1,0.69,0.15,0.05,0.25,17.9,0,0,0,1.9,1.9,0.1,-0.9,-0.9,https://fbref.com/en/players/5ccc9672/Alejandro-Balde
2023,Barcelona,La Liga,Héctor Bellerín,ESP,DF,27,1995,1.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/f874dd44/Hector-Bellerin
2023,Barcelona,La Liga,Sergio Busquets,ESP,MF,34,1988,26,0,9,2,22.2,0.35,0.08,0,0,23.5,0,0,0,0.4,0.4,0.05,-0.4,-0.4,https://fbref.com/en/players/5ab0ea87/Sergio-Busquets
2023,Barcelona,La Liga,Andreas Christensen,DEN,DF,26,1996,19.6,1,10,5,50,0.51,0.26,0.1,0.2,12.2,0,0,0,1,1,0.1,0,0,https://fbref.com/en/players/1cb49278/Andreas-Christensen
2023,Barcelona,La Liga,Ousmane Dembélé,FRA,FW,25,1997,15.7,5,49,16,32.7,3.13,1.02,0.1,0.31,16.7,0,0,0,3.9,3.9,0.08,1.1,1.1,https://fbref.com/en/players/b19db005/Ousmane-Dembele
2023,Barcelona,La Liga,Ansu Fati,ESP,FW,19,2002,15.5,7,61,18,29.5,3.94,1.16,0.11,0.39,15,3,0,0,9.1,9.1,0.16,-2.1,-2.1,https://fbref.com/en/players/0ba976e4/Ansu-Fati
2023,Barcelona,La Liga,Eric García,ESP,"DF,MF",21,2001,15.7,1,7,1,14.3,0.44,0.06,0.14,1,12.9,0,0,0,1.6,1.6,0.22,-0.6,-0.6,https://fbref.com/en/players/2bed3eab/Eric-Garcia
2023,Barcelona,La Liga,Aleix Garrido,ESP,FW,18,2004,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/5757adc3/Aleix-Garrido
2023,Barcelona,La Liga,Gavi,ESP,"MF,FW",17,2004,28.1,2,28,8,28.6,1,0.28,0.07,0.25,16.6,0,0,0,3.2,3.2,0.11,-1.2,-1.2,https://fbref.com/en/players/19cae58d/Gavi
2023,Barcelona,La Liga,Frenkie de Jong,NED,MF,25,1997,28.2,2,18,10,55.6,0.64,0.36,0.11,0.2,17.8,0,0,0,2.4,2.4,0.13,-0.4,-0.4,https://fbref.com/en/players/1bacc518/Frenkie-de-Jong
2023,Barcelona,La Liga,Franck Kessié,CIV,MF,25,1996,11,1,15,3,20,1.36,0.27,0.07,0.33,15.9,0,0,0,1.8,1.8,0.12,-0.8,-0.8,https://fbref.com/en/players/05e19d6a/Franck-Kessie
2023,Barcelona,La Liga,Jules Koundé,FRA,DF,23,1998,27,1,14,1,7.1,0.52,0.04,0.07,1,14.3,0,0,0,1.1,1.1,0.08,-0.1,-0.1,https://fbref.com/en/players/4d1666ff/Jules-Kounde
2023,Barcelona,La Liga,Robert Lewandowski,POL,FW,33,1988,31.6,23,134,56,41.8,4.24,1.77,0.17,0.41,13.8,5,0,1,24.3,23.5,0.18,-1.3,-0.5,https://fbref.com/en/players/8d78e732/Robert-Lewandowski
2023,Barcelona,La Liga,Memphis,NED,FW,28,1994,1.3,1,6,3,50,4.74,2.37,0.17,0.33,11.6,0,0,0,0.9,0.9,0.14,0.1,0.1,https://fbref.com/en/players/8f696594/Memphis
2023,Barcelona,La Liga,Pedri,ESP,MF,19,2002,22,6,22,9,40.9,1,0.41,0.27,0.67,15.9,0,0,0,4.9,4.9,0.22,1.1,1.1,https://fbref.com/en/players/0d9b2d31/Pedri
2023,Barcelona,La Liga,Iñaki Peña,ESP,GK,23,1999,0.8,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/cc1c5035/Inaki-Pena
2023,Barcelona,La Liga,Gerard Piqué,ESP,DF,35,1987,4.3,0,3,0,0,0.7,0,0,NA,8.9,0,0,0,0.4,0.4,0.13,-0.4,-0.4,https://fbref.com/en/players/adfc9123/Gerard-Pique
2023,Barcelona,La Liga,Raphinha,BRA,FW,25,1996,23,7,79,25,31.6,3.43,1.09,0.09,0.28,18.5,11,0,0,9.3,9.3,0.12,-2.3,-2.3,https://fbref.com/en/players/3423f250/Raphinha
2023,Barcelona,La Liga,Chadi Riad,MAR,MF,19,2003,0,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/b3b9b8b8/Chadi-Riad
2023,Barcelona,La Liga,Sergi Roberto,ESP,"DF,MF",30,1992,14.5,4,18,6,33.3,1.24,0.41,0.22,0.67,15.6,0,0,0,2.4,2.4,0.13,1.6,1.6,https://fbref.com/en/players/335fa267/Sergi-Roberto
2023,Barcelona,La Liga,Marc-André ter Stegen,GER,GK,30,1992,37.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/6f51e382/Marc-Andre-ter-Stegen
2023,Barcelona,La Liga,Pablo Torre,ESP,"FW,MF",19,2003,1.6,0,1,0,0,0.62,0,0,NA,25.9,0,0,0,0,0,0.02,0,0,https://fbref.com/en/players/04e531b6/Pablo-Torre
2023,Barcelona,La Liga,Ferrán Torres,ESP,"FW,MF",22,2000,15.5,4,37,11,29.7,2.39,0.71,0.11,0.36,15.6,1,0,1,4.9,4.1,0.11,-0.9,-0.1,https://fbref.com/en/players/9e1035f8/Ferran-Torres
2023,Barcelona,La Liga,Lamine Yamal,ESP,FW,15,2007,0.1,0,1,1,100,11.25,11.25,0,0,10.9,0,0,0,0.4,0.4,0.35,-0.4,-0.4,https://fbref.com/en/players/82ec26c1/Lamine-Yamal
2023,Betis,La Liga,Abner,BRA,DF,22,2000,6.7,0,5,1,20,0.74,0.15,0,0,13.6,0,0,0,1.7,1.7,0.34,-1.7,-1.7,https://fbref.com/en/players/7f9c5d2d/Abner
2023,Betis,La Liga,Paul Akouokou,CIV,"MF,DF",24,1997,5,0,3,1,33.3,0.6,0.2,0,0,19.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,https://fbref.com/en/players/31f5b89b/Paul-Akouokou
2023,Betis,La Liga,Claudio Bravo,CHI,GK,39,1983,12,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/10072610/Claudio-Bravo
2023,Betis,La Liga,Sergio Canales,ESP,"FW,MF",31,1991,26.7,4,38,10,26.3,1.42,0.37,0.08,0.3,22.8,6,1,1,4.3,3.5,0.09,-0.3,-0.5,https://fbref.com/en/players/a6de370d/Sergio-Canales
2023,Betis,La Liga,William Carvalho,POR,MF,30,1992,27.1,3,26,9,34.6,0.96,0.33,0.12,0.33,16.5,0,0,0,3.1,3.1,0.12,-0.1,-0.1,https://fbref.com/en/players/dee86451/William-Carvalho
2023,Betis,La Liga,Juan Cruz,ESP,FW,22,2000,2,1,5,2,40,2.53,1.01,0.2,0.5,16.4,0,0,0,0.5,0.5,0.09,0.5,0.5,https://fbref.com/en/players/cc2dd8a5/Juan-Cruz
2023,Betis,La Liga,Fran Delgado,ESP,DF,21,2001,0.1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/e7d2a50b/Fran-Delgado
2023,Betis,La Liga,Nabil Fekir,FRA,MF,29,1993,10.7,2,24,6,25,2.25,0.56,0.04,0.17,21.5,9,1,1,2.4,1.6,0.07,-0.4,-0.6,https://fbref.com/en/players/bece776f/Nabil-Fekir
2023,Betis,La Liga,Luiz Felipe,ITA,DF,25,1997,19.6,0,3,1,33.3,0.15,0.05,0,0,11.2,0,0,0,0.2,0.2,0.06,-0.2,-0.2,https://fbref.com/en/players/15d0c248/Luiz-Felipe
2023,Betis,La Liga,Felix Garreta,ESP,DF,18,2004,1,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/9a26fa06/Felix-Garreta
2023,Betis,La Liga,Édgar González,ESP,DF,25,1997,19.7,0,9,3,33.3,0.46,0.15,0,0,9.7,0,0,0,1.2,1.2,0.14,-1.2,-1.2,https://fbref.com/en/players/49d028db/Edgar-Gonzalez
2023,Betis,La Liga,Roberto González,ESP,"FW,MF",21,2001,0.6,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/56545648/Roberto-Gonzalez
2023,Betis,La Liga,Andrés Guardado,MEX,MF,35,1986,15.3,1,8,3,37.5,0.52,0.2,0.13,0.33,23.2,1,0,0,0.3,0.3,0.04,0.7,0.7,https://fbref.com/en/players/ef322658/Andres-Guardado
2023,Betis,La Liga,Luiz Henrique,BRA,FW,21,2001,20.1,1,42,17,40.5,2.09,0.85,0.02,0.06,19.7,0,0,0,2.9,2.9,0.07,-1.9,-1.9,https://fbref.com/en/players/8059806f/Luiz-Henrique
2023,Betis,La Liga,Borja Iglesias,ESP,FW,29,1993,26.3,15,58,21,36.2,2.21,0.8,0.17,0.48,15.2,0,5,6,14.9,10.2,0.18,0.1,-0.2,https://fbref.com/en/players/75645f0e/Borja-Iglesias
2023,Betis,La Liga,Joaquín,ESP,"MF,FW",41,1981,5.5,0,8,3,37.5,1.45,0.54,0,0,15,0,0,0,0.7,0.7,0.09,-0.7,-0.7,https://fbref.com/en/players/4c5b14d2/Joaquin
2023,Betis,La Liga,Willian José,BRA,FW,30,1991,8.1,2,20,6,30,2.46,0.74,0.05,0.17,18.7,2,1,1,2.9,2.2,0.11,-0.9,-1.2,https://fbref.com/en/players/d87e2cae/Willian-Jose
2023,Betis,La Liga,Juanmi,ESP,FW,29,1993,10.3,4,18,8,44.4,1.75,0.78,0.22,0.5,12.8,0,0,0,3.7,3.7,0.2,0.3,0.3,https://fbref.com/en/players/84399660/Juanmi
2023,Betis,La Liga,Juan Miranda,ESP,DF,22,2000,16.4,3,21,8,38.1,1.28,0.49,0.14,0.38,18.8,3,0,0,2.4,2.4,0.11,0.6,0.6,https://fbref.com/en/players/ead61f73/Juan-Miranda
2023,Betis,La Liga,Martín Montoya,ESP,DF,31,1991,5,0,1,0,0,0.2,0,0,NA,21.3,0,0,0,0,0,0.04,0,0,https://fbref.com/en/players/5cec2487/Martin-Montoya
2023,Betis,La Liga,Álex Moreno,ESP,DF,29,1993,15,0,13,4,30.8,0.87,0.27,0,0,17.9,0,0,0,1.3,1.3,0.1,-1.3,-1.3,https://fbref.com/en/players/16e9d0ea/Alex-Moreno
2023,Betis,La Liga,Loren Morón,ESP,FW,28,1993,0.2,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/3aa4a3be/Loren-Moron
2023,Betis,La Liga,Ayoze Pérez,ESP,"FW,MF",29,1993,15.4,3,34,14,41.2,2.21,0.91,0.09,0.21,16.8,0,0,0,4.6,4.6,0.14,-1.6,-1.6,https://fbref.com/en/players/819aa8e7/Ayoze-Perez
2023,Betis,La Liga,Germán Pezzella,ARG,DF,31,1991,27.9,0,10,0,0,0.36,0,0,NA,11.2,0,0,0,0.9,0.9,0.09,-0.9,-0.9,https://fbref.com/en/players/8c725b43/German-Pezzella
2023,Betis,La Liga,Rodri,ESP,"FW,MF",22,2000,17.8,2,15,6,40,0.84,0.34,0.13,0.33,17.4,0,0,0,1.4,1.4,0.09,0.6,0.6,https://fbref.com/en/players/85bed4ee/Rodri
2023,Betis,La Liga,Guido Rodríguez,ARG,MF,28,1994,31.9,1,22,6,27.3,0.69,0.19,0.05,0.17,24,0,0,0,1.2,1.2,0.06,-0.2,-0.2,https://fbref.com/en/players/34e393f2/Guido-Rodriguez
2023,Betis,La Liga,Aitor Ruibal,ESP,"DF,FW",26,1996,16.2,0,15,6,40,0.93,0.37,0,0,19.8,0,0,0,0.8,0.8,0.06,-0.8,-0.8,https://fbref.com/en/players/a55d8df5/Aitor-Ruibal
2023,Betis,La Liga,Víctor Ruiz,ESP,DF,33,1989,6.2,0,1,0,0,0.16,0,0,NA,8.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1,https://fbref.com/en/players/b3dc6eca/Victor-Ruiz
2023,Betis,La Liga,Youssouf Sabaly,SEN,DF,29,1993,18.7,1,12,3,25,0.64,0.16,0.08,0.33,22.7,0,0,0,0.5,0.5,0.04,0.5,0.5,https://fbref.com/en/players/fbbb9269/Youssouf-Sabaly
2023,Betis,La Liga,Rui Silva,POR,GK,28,1994,26,0,0,0,NA,0,0,NA,NA,NA,0,0,0,0,0,NA,0,0,https://fbref.com/en/players/ea83bfa6/Rui-Silva
2023,Celta Vigo,La Liga,Joseph Aidoo,GHA,DF,26,1995,34.7,3,14,3,21.4,0.4,0.09,0.21,1,13.2,0,0,0,1,1,0.07,2,2,https://fbref.com/en/players/18abe173/Joseph-Aidoo
2023,Celta Vigo,La Liga,Iago Aspas,ESP,FW,34,1987,31.9,12,75,29,38.7,2.35,0.91,0.13,0.34,19.5,7,2,3,11,8.7,0.12,1,1.3,https://fbref.com/en/players/7dcf86f6/Iago-Aspas
