Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Url
2024,Granada,La Liga,Lucas Boyé,ARG,FW,27,1996,28.2,50,25,14,25,11,14,34,41.2,20,35,5,30,10,60,46,0,https://fbref.com/en/players/d49f3e6b/Lucas-Boye
2024,Granada,La Liga,Brau,ESP,DF,21,2001,0.3,1,0,1,0,0,1,1,100,0,0,0,0,0,1,2,0,https://fbref.com/en/players/3e707ad4/Brau
2024,Granada,La Liga,José Callejón,ESP,"MF,FW",36,1987,8.9,13,6,10,3,0,8,22,36.4,14,7,1,6,5,18,10,0,https://fbref.com/en/players/78841da9/Jose-Callejon
2024,Granada,La Liga,Álvaro Carreras,ESP,"MF,FW",20,2003,5.3,13,8,8,4,1,5,11,45.5,6,5,1,4,7,20,9,1,https://fbref.com/en/players/33a68b9b/Alvaro-Carreras
2024,Granada,La Liga,Theo Corbeanu,CAN,"MF,FW",21,2002,2,5,2,2,3,0,1,3,33.3,2,3,0,3,3,8,2,0,https://fbref.com/en/players/25b82f9a/Theo-Corbeanu
2024,Granada,La Liga,Víctor Díaz,ESP,"DF,MF",35,1988,1.8,5,3,2,3,0,1,3,33.3,2,1,0,1,1,6,8,0,https://fbref.com/en/players/3624ce4c/Victor-Diaz
2024,Granada,La Liga,Famara Diedhiou,SEN,"FW,MF",30,1992,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,2,0,https://fbref.com/en/players/e447352c/Famara-Diedhiou
2024,Granada,La Liga,Raúl Fernández,ESP,GK,35,1988,3.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,https://fbref.com/en/players/6fb59070/Raul-Fernandez
2024,Granada,La Liga,André Ferreira,POR,GK,27,1996,14.9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,9,2,https://fbref.com/en/players/12c6cbef/Andre-Ferreira
2024,Granada,La Liga,Gerard Gumbau,ESP,MF,28,1994,29.7,55,34,21,30,4,23,62,37.1,39,24,5,19,25,80,30,2,https://fbref.com/en/players/ac454a4f/Gerard-Gumbau
2024,Granada,La Liga,Martin Hongla,CMR,"MF,DF",25,1998,6.2,7,3,2,5,0,3,9,33.3,6,6,3,3,6,13,13,1,https://fbref.com/en/players/b85bf253/Martin-Hongla
2024,Granada,La Liga,Kamil Jóźwiak,POL,MF,25,1998,6.3,13,10,4,6,3,9,17,52.9,8,4,0,4,2,15,6,0,https://fbref.com/en/players/bd4e3824/Kamil-Jozwiak
2024,Granada,La Liga,Wilson Manafá,POR,"DF,MF",29,1994,2.7,6,4,3,2,1,4,7,57.1,3,1,0,1,1,7,4,1,https://fbref.com/en/players/e27fdbca/Wilson-Manafa
2024,Granada,La Liga,Faitout Maouassa,FRA,"DF,MF",25,1998,2.5,8,5,6,1,1,4,5,80,1,6,0,6,1,9,3,0,https://fbref.com/en/players/e54a9890/Faitout-Maouassa
2024,Granada,La Liga,Marc Martínez,ESP,GK,33,1990,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,https://fbref.com/en/players/3496ff67/Marc-Martinez
2024,Granada,La Liga,Óscar Melendo,ESP,"MF,FW",25,1997,12.5,14,6,4,10,0,4,12,33.3,8,13,0,13,5,19,4,1,https://fbref.com/en/players/379652be/Oscar-Melendo
2024,Granada,La Liga,Bruno Méndez,URU,DF,23,1999,14.8,36,17,19,12,5,21,37,56.8,16,24,6,18,26,62,45,0,https://fbref.com/en/players/66017b9d/Bruno-Mendez
2024,Granada,La Liga,Ignasi Miquel,ESP,DF,30,1992,33.2,47,30,39,6,2,23,40,57.5,17,32,16,16,45,92,132,4,https://fbref.com/en/players/174f09a6/Ignasi-Miquel
2024,Granada,La Liga,Carlos Neva,ESP,DF,27,1996,35,32,21,22,9,1,17,40,42.5,23,39,14,25,30,62,108,2,https://fbref.com/en/players/8d47bb39/Carlos-Neva
2024,Granada,La Liga,Samu Omorodion,ESP,FW,19,2004,0.9,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,https://fbref.com/en/players/dc44b03c/Samu-Omorodion
2024,Granada,La Liga,Facundo Pellistri,URU,"MF,FW",21,2001,13.7,29,19,12,10,7,6,21,28.6,15,18,0,18,4,33,7,0,https://fbref.com/en/players/ac7e7b1c/Facundo-Pellistri
2024,Granada,La Liga,Alberto Perea,ESP,"MF,FW",32,1990,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,https://fbref.com/en/players/5496cc91/Alberto-Perea
2024,Granada,La Liga,Njegoš Petrović,SRB,"MF,FW",24,1999,1.7,5,2,4,1,0,2,3,66.7,1,2,0,2,1,6,3,0,https://fbref.com/en/players/0cb29e91/Njegos-Petrovic
2024,Granada,La Liga,Kamil Piątkowski,POL,DF,23,2000,5.6,18,10,16,1,1,10,14,71.4,4,6,5,1,8,26,28,1,https://fbref.com/en/players/2cf496fb/Kamil-Piatkowski
2024,Granada,La Liga,Antonio Puertas,ESP,"MF,FW",31,1992,8.1,12,8,6,5,1,6,15,40,9,5,0,5,6,18,4,0,https://fbref.com/en/players/c77a8043/Antonio-Puertas
2024,Granada,La Liga,Sergio Rodelas,ESP,"FW,DF",18,2004,1.4,3,2,1,0,2,0,3,0,3,0,0,0,0,3,0,0,https://fbref.com/en/players/2c9e6bc3/Sergio-Rodelas
2024,Granada,La Liga,Sergio Ruiz,ESP,MF,28,1994,27.7,83,46,43,36,4,38,84,45.2,46,24,6,18,28,111,43,1,https://fbref.com/en/players/1f423a54/Sergio-Ruiz
2024,Granada,La Liga,Pablo Saenz,ESP,MF,22,2001,0.2,3,3,2,0,1,1,3,33.3,2,0,0,0,0,3,0,0,https://fbref.com/en/players/2f9ef1a8/Pablo-Saenz
2024,Granada,La Liga,Ricard Sánchez,ESP,DF,23,2000,25.5,29,18,15,8,6,12,24,50,12,32,4,28,13,42,64,0,https://fbref.com/en/players/fce521d7/Ricard-Sanchez
2024,Granada,La Liga,Alberto Soro,ESP,MF,24,1999,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/452c3055/Alberto-Soro
2024,Granada,La Liga,Raúl Torrente,ESP,DF,21,2001,13.9,29,16,20,9,0,17,22,77.3,5,16,10,6,11,40,68,2,https://fbref.com/en/players/4d753a3f/Raul-Torrente
2024,Granada,La Liga,Myrto Uzuni,ALB,FW,28,1995,27.2,18,14,8,7,3,6,27,22.2,21,19,3,16,4,22,7,0,https://fbref.com/en/players/01da7812/Myrto-Uzuni
2024,Granada,La Liga,Jesús Vallejo,ESP,DF,26,1997,1.2,3,1,1,2,0,2,2,100,0,3,2,1,0,3,1,1,https://fbref.com/en/players/c2111b45/Jesus-Vallejo
2024,Granada,La Liga,Gonzalo Villar,ESP,MF,25,1998,20,51,33,26,20,5,26,41,63.4,15,32,10,22,6,57,26,1,https://fbref.com/en/players/bdc74a8f/Gonzalo-Villar
2024,Granada,La Liga,Shon Weissman,ISR,FW,27,1996,0.9,1,1,0,0,1,1,4,25,3,3,0,3,0,1,1,0,https://fbref.com/en/players/379dc075/Shon-Weissman
2024,Granada,La Liga,Bryan Zaragoza,ESP,"MF,FW",22,2001,18.2,18,9,8,6,4,8,23,34.8,15,9,0,9,3,21,3,0,https://fbref.com/en/players/a96103b2/Bryan-Zaragoza
2024,Las Palmas,La Liga,Julian Araujo,MEX,DF,21,2001,16.2,41,22,29,7,5,23,33,69.7,10,23,16,7,10,51,52,1,https://fbref.com/en/players/8f4541c2/Julian-Araujo
2024,Las Palmas,La Liga,José Campaña,ESP,MF,30,1993,1.9,2,2,1,1,0,0,2,0,2,3,2,1,2,4,3,0,https://fbref.com/en/players/61220da2/Jose-Campana
2024,Las Palmas,La Liga,Marc Cardona,ESP,FW,28,1995,8.2,9,8,3,4,2,1,12,8.3,11,5,0,5,2,11,7,0,https://fbref.com/en/players/b92b456a/Marc-Cardona
2024,Las Palmas,La Liga,Sergi Cardona,ESP,DF,24,1999,31.3,90,55,52,29,9,55,96,57.3,41,45,7,38,46,136,102,0,https://fbref.com/en/players/74e90475/Sergi-Cardona
2024,Las Palmas,La Liga,Saúl Coco,EQG,DF,24,1999,25.5,32,19,25,7,0,11,18,61.1,7,27,15,12,20,52,120,3,https://fbref.com/en/players/d0ee1652/Saul-Coco
2024,Las Palmas,La Liga,Eric Curbelo,ESP,"DF,MF",29,1994,1.1,4,3,2,2,0,3,4,75,1,3,1,2,2,6,5,1,https://fbref.com/en/players/34e39a18/Eric-Curbelo
2024,Las Palmas,La Liga,Aarón Escandell,ESP,GK,27,1995,1.7,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,1,https://fbref.com/en/players/67669ce7/Aaron-Escandell
2024,Las Palmas,La Liga,Fabio González,ESP,MF,26,1997,1.4,2,2,2,0,0,1,2,50,1,2,0,2,0,2,0,0,https://fbref.com/en/players/5418d47c/Fabio-Gonzalez
2024,Las Palmas,La Liga,Iñaki González,ESP,MF,19,2004,0.1,1,0,1,0,0,0,0,NA,0,0,0,0,0,1,1,0,https://fbref.com/en/players/63787ec5/Inaki-Gonzalez
2024,Las Palmas,La Liga,Munir El Haddadi,MAR,FW,27,1995,27.2,40,27,18,17,5,17,38,44.7,21,27,1,26,11,51,16,0,https://fbref.com/en/players/8696bc90/Munir-El-Haddadi
2024,Las Palmas,La Liga,Cristian Herrera,ESP,"FW,MF",32,1991,1.8,1,1,0,1,0,1,2,50,1,1,0,1,0,1,2,0,https://fbref.com/en/players/f814e5d3/Cristian-Herrera
2024,Las Palmas,La Liga,Juan Herzog,ESP,DF,20,2003,3.2,6,5,5,1,0,3,6,50,3,4,1,3,2,8,17,0,https://fbref.com/en/players/3a18abe2/Juan-Herzog
2024,Las Palmas,La Liga,Sory Kaba,GUI,FW,28,1995,8,2,0,0,2,0,0,5,0,5,6,0,6,0,2,9,0,https://fbref.com/en/players/d29202c2/Sory-Kaba
2024,Las Palmas,La Liga,Álvaro Lemos,ESP,DF,30,1993,2.8,4,1,1,3,0,0,2,0,2,3,1,2,2,6,4,0,https://fbref.com/en/players/31d45cc8/Alvaro-Lemos
2024,Las Palmas,La Liga,Enzo Loiodice,FRA,MF,22,2000,19.9,62,35,15,34,13,20,42,47.6,22,20,2,18,12,74,16,1,https://fbref.com/en/players/6bca20fe/Enzo-Loiodice
2024,Las Palmas,La Liga,Mika Màrmol,ESP,DF,21,2002,35.3,70,42,44,24,2,35,53,66,18,39,19,20,44,114,147,2,https://fbref.com/en/players/e7630876/Mika-Marmol
2024,Las Palmas,La Liga,Marvin,ESP,"FW,DF",23,2000,20.6,39,25,18,17,4,18,36,50,18,28,2,26,14,53,18,1,https://fbref.com/en/players/efaefda0/Marvin
2024,Las Palmas,La Liga,Omenuke Mfulu,COD,"MF,FW",29,1994,0.9,4,3,3,1,0,0,1,0,1,1,1,0,2,6,5,0,https://fbref.com/en/players/bdc14559/Omenuke-Mfulu
2024,Las Palmas,La Liga,Alberto Moleiro,ESP,"FW,MF",19,2003,20,15,6,4,7,4,6,30,20,24,11,0,11,7,22,10,0,https://fbref.com/en/players/c2c8897d/Alberto-Moleiro
2024,Las Palmas,La Liga,Javier Muñoz,ESP,MF,28,1995,29.3,42,23,14,22,6,16,44,36.4,28,40,4,36,20,62,29,1,https://fbref.com/en/players/ec7c84c2/Javier-Munoz
2024,Las Palmas,La Liga,Pejiño,ESP,FW,27,1996,5.6,12,8,3,6,3,6,18,33.3,12,4,0,4,2,14,5,0,https://fbref.com/en/players/8c4e56cb/Pejino
2024,Las Palmas,La Liga,Máximo Perrone,ARG,MF,20,2003,18,42,21,17,22,3,19,39,48.7,20,27,4,23,24,66,21,0,https://fbref.com/en/players/53552942/Maximo-Perrone
2024,Las Palmas,La Liga,Benito Ramírez,ESP,"FW,MF",28,1995,4.3,5,3,2,3,0,3,6,50,3,7,1,6,3,8,0,0,https://fbref.com/en/players/db714daf/Benito-Ramirez
2024,Las Palmas,La Liga,Sandro Ramírez,ESP,FW,28,1995,20.1,12,8,4,6,2,6,15,40,9,13,1,12,4,16,14,1,https://fbref.com/en/players/833fb62e/Sandro-Ramirez
2024,Las Palmas,La Liga,Kirian Rodríguez,ESP,MF,27,1996,35.7,52,32,22,25,5,24,67,35.8,43,39,3,36,28,80,23,1,https://fbref.com/en/players/9b130479/Kirian-Rodriguez
2024,Las Palmas,La Liga,Daley Sinkgraven,NED,DF,28,1995,4.2,11,5,6,5,0,2,8,25,6,5,3,2,6,17,9,0,https://fbref.com/en/players/73000a79/Daley-Sinkgraven
2024,Las Palmas,La Liga,Álex Suárez,ESP,DF,30,1993,28.5,53,36,33,15,5,31,37,83.8,6,33,14,19,18,71,84,0,https://fbref.com/en/players/9c137b36/Alex-Suarez
2024,Las Palmas,La Liga,Álvaro Vallés,ESP,GK,26,1997,36.3,3,2,3,0,0,3,8,37.5,5,0,0,0,0,3,40,1,https://fbref.com/en/players/0166a73e/Alvaro-Valles
2024,Las Palmas,La Liga,Jonathan Viera,ESP,"MF,FW",33,1989,6.9,6,3,1,2,3,1,9,11.1,8,0,0,0,0,6,1,0,https://fbref.com/en/players/efa708aa/Jonathan-Viera
2024,Mallorca,La Liga,Amath,SEN,"FW,MF",27,1996,4.4,9,6,7,2,0,2,10,20,8,2,0,2,3,12,6,0,https://fbref.com/en/players/f3b1d9a2/Amath
2024,Mallorca,La Liga,Copete,ESP,DF,23,1999,14.8,45,27,27,17,1,30,43,69.8,13,12,6,6,32,77,47,1,https://fbref.com/en/players/0f26ffd7/Copete
2024,Mallorca,La Liga,Jaume Costa,ESP,DF,35,1988,18.7,38,22,23,10,5,18,29,62.1,11,14,4,10,16,54,35,0,https://fbref.com/en/players/808d48f3/Jaume-Costa
2024,Mallorca,La Liga,Samu Costa,POR,MF,22,2000,25.6,91,50,40,46,5,46,93,49.5,47,28,14,14,39,130,59,3,https://fbref.com/en/players/76c2a023/Samu-Costa
2024,Mallorca,La Liga,Iván Cuéllar,ESP,GK,39,1984,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/75751c99/Ivan-Cuellar
2024,Mallorca,La Liga,Sergi Darder,ESP,MF,29,1993,24,39,26,13,21,5,12,31,38.7,19,20,4,16,16,55,16,0,https://fbref.com/en/players/070a3904/Sergi-Darder
2024,Mallorca,La Liga,Giovanni González,URU,DF,28,1994,27.4,73,45,37,32,4,40,81,49.4,41,24,3,21,31,104,60,2,https://fbref.com/en/players/1fc474ae/Giovanni-Gonzalez
2024,Mallorca,La Liga,Dominik Greif,SVK,GK,26,1997,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/30061f53/Dominik-Greif
2024,Mallorca,La Liga,Cyle Larin,CAN,FW,28,1995,20.3,17,8,6,4,7,2,7,28.6,5,16,5,11,3,20,17,0,https://fbref.com/en/players/e7af9060/Cyle-Larin
2024,Mallorca,La Liga,Toni Lato,ESP,DF,25,1997,17.2,38,23,19,13,6,16,27,59.3,11,17,3,14,17,55,27,0,https://fbref.com/en/players/8e088e04/Toni-Lato
2024,Mallorca,La Liga,Javier Llabrés,ESP,"MF,FW",20,2002,2.7,3,1,1,1,1,1,2,50,1,1,0,1,3,6,4,0,https://fbref.com/en/players/38b0cf42/Javier-Llabres
2024,Mallorca,La Liga,Pablo Maffeo,ESP,DF,26,1997,16.2,35,22,18,13,4,23,40,57.5,17,12,2,10,10,45,23,0,https://fbref.com/en/players/5db04597/Pablo-Maffeo
2024,Mallorca,La Liga,Omar Mascarell,EQG,MF,30,1993,17.5,33,16,16,17,0,18,35,51.4,17,24,8,16,31,64,30,1,https://fbref.com/en/players/11fd2b75/Omar-Mascarell
2024,Mallorca,La Liga,Manu Morlanes,ESP,MF,24,1999,17.9,50,29,23,26,1,23,53,43.4,30,13,1,12,20,70,21,0,https://fbref.com/en/players/a0255c67/Manu-Morlanes
2024,Mallorca,La Liga,Vedat Muriqi,KVX,FW,29,1994,25.9,11,6,4,3,4,2,14,14.3,12,11,4,7,6,17,26,0,https://fbref.com/en/players/0cadc46d/Vedat-Muriqi
2024,Mallorca,La Liga,Matija Nastasić,SRB,DF,30,1993,25.1,35,17,26,9,0,24,32,75,8,33,20,13,29,64,114,0,https://fbref.com/en/players/f35430a4/Matija-Nastasic
2024,Mallorca,La Liga,Abdón Prats,ESP,"FW,MF",30,1992,14.1,6,4,2,2,2,3,5,60,2,6,3,3,2,8,12,0,https://fbref.com/en/players/d1b060e2/Abdon-Prats
2024,Mallorca,La Liga,Nemanja Radonjić,SRB,"MF,DF",27,1996,3.9,4,2,1,3,0,1,4,25,3,2,0,2,3,7,3,0,https://fbref.com/en/players/0630eb63/Nemanja-Radonjic
2024,Mallorca,La Liga,Antonio Raillo,ESP,DF,31,1991,24.4,30,23,18,12,0,17,23,73.9,6,44,30,14,37,67,104,2,https://fbref.com/en/players/b857bd29/Antonio-Raillo
2024,Mallorca,La Liga,Predrag Rajković,SRB,GK,27,1995,36,2,1,2,0,0,2,2,100,0,0,0,0,0,2,14,0,https://fbref.com/en/players/58ad9383/Predrag-Rajkovic
2024,Mallorca,La Liga,Dani Rodríguez,ESP,MF,35,1988,29.1,47,24,21,20,6,21,45,46.7,24,34,5,29,15,62,21,0,https://fbref.com/en/players/70f8e0bd/Dani-Rodriguez
2024,Mallorca,La Liga,Antonio Sánchez,ESP,MF,26,1997,16.1,25,11,13,10,2,11,32,34.4,21,24,5,19,13,38,13,0,https://fbref.com/en/players/a254bbe0/Antonio-Sanchez
2024,Mallorca,La Liga,Martin Valjent,SVK,DF,27,1995,26.1,34,18,19,13,2,18,30,60,12,26,11,15,29,63,112,1,https://fbref.com/en/players/f2c6ac01/Martin-Valjent
2024,Mallorca,La Liga,Siebe Van Der Heyden,BEL,DF,25,1998,3.2,9,2,7,2,0,4,6,66.7,2,1,1,0,7,16,12,0,https://fbref.com/en/players/cf9bdd43/Siebe-Van-Der-Heyden
2024,Mallorca,La Liga,Nacho Vidal,ESP,DF,28,1995,4.6,12,5,4,5,3,6,13,46.2,7,5,2,3,3,15,9,0,https://fbref.com/en/players/3a9c4b7b/Nacho-Vidal
2024,Osasuna,La Liga,Jesús Areso,ESP,DF,24,1999,29.6,45,24,25,13,7,31,38,81.6,7,36,15,21,18,63,58,0,https://fbref.com/en/players/94e01ec6/Jesus-Areso
2024,Osasuna,La Liga,Iñigo Arguibide,ESP,DF,18,2005,0.2,1,0,0,1,0,0,0,NA,0,0,0,0,0,1,1,0,https://fbref.com/en/players/d80d7f17/Inigo-Arguibide
2024,Osasuna,La Liga,José Arnaiz,ESP,"FW,MF",28,1995,10.3,14,8,6,4,4,6,21,28.6,15,11,2,9,3,17,2,0,https://fbref.com/en/players/46e07328/Jose-Arnaiz
2024,Osasuna,La Liga,Ezequiel Ávila,ARG,"FW,MF",29,1994,9.6,3,2,1,1,1,3,11,27.3,8,14,0,14,4,7,8,0,https://fbref.com/en/players/253a06b9/Ezequiel-Avila
2024,Osasuna,La Liga,Kike Barja,ESP,"FW,MF",26,1997,3.4,6,2,2,2,2,3,8,37.5,5,2,1,1,2,8,2,0,https://fbref.com/en/players/aad53e64/Kike-Barja
2024,Osasuna,La Liga,Darko Brašanac,SRB,MF,31,1992,0.5,1,0,1,0,0,1,1,100,0,1,0,1,0,1,0,0,https://fbref.com/en/players/4accb7e0/Darko-Brasanac
2024,Osasuna,La Liga,Ante Budimir,CRO,FW,32,1991,27.1,21,15,2,11,8,5,14,35.7,9,19,5,14,5,26,18,0,https://fbref.com/en/players/8f3565b3/Ante-Budimir
2024,Osasuna,La Liga,Catena,ESP,DF,28,1994,28.2,33,18,26,6,1,19,35,54.3,16,24,15,9,15,48,119,3,https://fbref.com/en/players/274ab13c/Catena
2024,Osasuna,La Liga,Juan Cruz Armada,ESP,DF,31,1992,18.5,27,15,16,10,1,17,25,68,8,14,7,7,12,39,39,1,https://fbref.com/en/players/a56da3ba/Juan-Cruz-Armada
2024,Osasuna,La Liga,Aitor Fernández,ESP,GK,32,1991,6.1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,1,https://fbref.com/en/players/a01c3d54/Aitor-Fernandez
2024,Osasuna,La Liga,David García,ESP,DF,29,1994,25.9,29,18,19,9,1,16,26,61.5,10,40,19,21,18,47,115,2,https://fbref.com/en/players/3e42f707/David-Garcia
2024,Osasuna,La Liga,Rubén García,ESP,"FW,MF",30,1993,17.2,32,18,8,17,7,13,33,39.4,20,23,3,20,12,44,23,0,https://fbref.com/en/players/5c96b017/Ruben-Garcia
2024,Osasuna,La Liga,Unai García,ESP,DF,31,1992,6.2,12,9,9,2,1,5,10,50,5,7,1,6,8,20,18,0,https://fbref.com/en/players/4a633cfe/Unai-Garcia
2024,Osasuna,La Liga,Moi Gómez,ESP,"MF,FW",29,1994,22.3,30,19,7,19,4,9,24,37.5,15,15,1,14,11,41,22,0,https://fbref.com/en/players/5a626448/Moi-Gomez
2024,Osasuna,La Liga,Jorge Herrando,ESP,DF,22,2001,18.3,29,19,23,6,0,12,19,63.2,7,20,11,9,15,44,69,1,https://fbref.com/en/players/e19c989c/Jorge-Herrando
2024,Osasuna,La Liga,Sergio Herrera,ESP,GK,30,1993,31.9,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,22,3,https://fbref.com/en/players/a4995f48/Sergio-Herrera
2024,Osasuna,La Liga,Xabier Huarte Armendáriz,ESP,MF,22,2001,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/e83e8928/Xabier-Huarte-Armendariz
2024,Osasuna,La Liga,Pablo Ibáñez,ESP,MF,24,1998,12.8,18,9,5,7,6,5,21,23.8,16,26,3,23,9,27,17,0,https://fbref.com/en/players/3701906c/Pablo-Ibanez
2024,Osasuna,La Liga,Johan Mojica,COL,DF,30,1992,22.7,30,22,11,15,4,16,25,64,9,15,2,13,21,51,40,2,https://fbref.com/en/players/608f2092/Johan-Mojica
2024,Osasuna,La Liga,Jon Moncayola,ESP,MF,25,1998,20,27,18,14,10,3,17,42,40.5,25,31,5,26,15,42,21,0,https://fbref.com/en/players/9939e168/Jon-Moncayola
2024,Osasuna,La Liga,Jorge Moreno,ESP,DF,22,2001,0.2,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,3,0,https://fbref.com/en/players/1f875ef8/Jorge-Moreno
2024,Osasuna,La Liga,Iker Muñoz,ESP,MF,20,2002,20.6,32,18,13,17,2,15,31,48.4,16,16,5,11,11,43,50,0,https://fbref.com/en/players/175ece4c/Iker-Munoz
2024,Osasuna,La Liga,Aimar Oroz,ESP,MF,21,2001,26,43,26,18,20,5,13,37,35.1,24,27,2,25,16,59,11,0,https://fbref.com/en/players/7c363088/Aimar-Oroz
2024,Osasuna,La Liga,Asier Osambela,ESP,MF,19,2004,0.1,2,1,0,1,1,0,0,NA,0,0,0,0,0,2,0,0,https://fbref.com/en/players/e87c44a9/Asier-Osambela
2024,Osasuna,La Liga,Rubén Peña,ESP,"DF,FW",32,1991,23.2,47,25,22,18,7,20,49,40.8,29,37,8,29,30,77,39,3,https://fbref.com/en/players/1f079188/Ruben-Pena
2024,Osasuna,La Liga,Raúl,ESP,FW,22,2000,15.1,10,4,4,2,4,2,10,20,8,9,1,8,5,15,11,0,https://fbref.com/en/players/18f0a9f0/Raul
2024,Osasuna,La Liga,Max Svensson,ESP,FW,,NA,0,1,0,0,0,1,0,0,NA,0,0,0,0,0,1,0,0,https://fbref.com/en/players/cf603737/Max-Svensson
2024,Osasuna,La Liga,Lucas Torró,ESP,MF,29,1994,19.9,25,15,11,8,6,11,28,39.3,17,10,2,8,33,58,37,0,https://fbref.com/en/players/0e4fef6e/Lucas-Torro
2024,Osasuna,La Liga,Nacho Vidal,ESP,"DF,FW",28,1995,1.1,5,4,2,2,1,2,5,40,3,2,0,2,0,5,6,0,https://fbref.com/en/players/3a9c4b7b/Nacho-Vidal
2024,Rayo Vallecano,La Liga,Iván Balliu,ALB,DF,31,1992,31.9,44,31,20,24,0,22,39,56.4,17,27,11,16,29,73,66,1,https://fbref.com/en/players/cee88597/Ivan-Balliu
2024,Rayo Vallecano,La Liga,Bebé,CPV,"MF,FW",33,1990,2.4,2,2,1,1,0,1,5,20,4,1,0,1,0,2,0,0,https://fbref.com/en/players/d8712bf9/Bebe
2024,Rayo Vallecano,La Liga,Sergio Camello,ESP,FW,22,2001,18.5,16,5,3,10,3,6,15,40,9,10,2,8,3,19,15,0,https://fbref.com/en/players/873619c6/Sergio-Camello
2024,Rayo Vallecano,La Liga,Cárdenas,ESP,GK,26,1997,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,https://fbref.com/en/players/e1846dde/Cardenas
2024,Rayo Vallecano,La Liga,Pep Chavarría,ESP,"DF,MF",25,1998,13,23,18,15,6,2,11,17,64.7,6,15,3,12,6,29,29,1,https://fbref.com/en/players/63c5e56b/Pep-Chavarria
2024,Rayo Vallecano,La Liga,Pathé Ciss,SEN,MF,29,1994,18.5,44,24,16,26,2,16,29,55.2,13,27,10,17,30,74,54,0,https://fbref.com/en/players/9a0408b6/Pathe-Ciss
2024,Rayo Vallecano,La Liga,Crespo,POR,MF,26,1996,5.9,16,9,8,6,2,9,17,52.9,8,15,6,9,10,26,7,0,https://fbref.com/en/players/922dfade/Crespo
2024,Rayo Vallecano,La Liga,Stole Dimitrievski,MKD,GK,29,1993,37,1,1,1,0,0,1,1,100,0,0,0,0,0,1,17,3,https://fbref.com/en/players/fc70e345/Stole-Dimitrievski
2024,Rayo Vallecano,La Liga,Alfonso Espino,URU,DF,31,1992,27.9,67,45,43,22,2,30,82,36.6,52,26,4,22,40,107,63,0,https://fbref.com/en/players/db001fa9/Alfonso-Espino
2024,Rayo Vallecano,La Liga,Radamel Falcao,COL,"FW,DF",37,1986,4.5,7,5,1,5,1,1,3,33.3,2,2,0,2,3,10,4,0,https://fbref.com/en/players/66116290/Radamel-Falcao
2024,Rayo Vallecano,La Liga,Jorge de Frutos,ESP,"FW,MF",26,1997,17.2,19,8,5,8,6,7,22,31.8,15,12,0,12,7,26,18,0,https://fbref.com/en/players/38ce1150/Jorge-de-Frutos
2024,Rayo Vallecano,La Liga,Álvaro García,ESP,"FW,MF",30,1992,27.5,34,25,15,10,9,7,34,20.6,27,35,0,35,36,70,33,0,https://fbref.com/en/players/90bbd822/Alvaro-Garcia
2024,Rayo Vallecano,La Liga,Aridane Hernández,ESP,DF,34,1989,18.8,10,8,5,4,1,4,11,36.4,7,19,14,5,14,24,98,1,https://fbref.com/en/players/132ac341/Aridane-Hernandez
2024,Rayo Vallecano,La Liga,Florian Lejeune,FRA,DF,32,1991,37,39,25,26,11,2,19,30,63.3,11,33,18,15,23,62,155,1,https://fbref.com/en/players/6eaed4eb/Florian-Lejeune
2024,Rayo Vallecano,La Liga,Unai López,ESP,MF,27,1995,23.4,48,24,18,23,7,21,53,39.6,32,24,3,21,16,64,15,2,https://fbref.com/en/players/88050721/Unai-Lopez
2024,Rayo Vallecano,La Liga,Diego Méndez,ESP,MF,19,2003,0.1,1,1,1,0,0,1,1,100,0,0,0,0,1,2,0,0,https://fbref.com/en/players/b151a3f2/Diego-Mendez
2024,Rayo Vallecano,La Liga,Abdul Mumin,GHA,DF,25,1998,18.8,19,10,13,4,2,8,10,80,2,27,19,8,22,41,82,1,https://fbref.com/en/players/5487adcd/Abdul-Mumin
