Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,Mins_Per_90,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err,Url
2023,Real Sociedad,La Liga,Ander Barrenetxea,ESP,"FW,DF",20,2001,9.8,21,15,15,6,0,12,28,42.9,16,15,1,14,5,26,7,0,https://fbref.com/en/players/200e89e1/Ander-Barrenetxea
2023,Real Sociedad,La Liga,Aritz Elustondo,ESP,DF,28,1994,16.1,26,17,15,10,1,14,26,53.8,12,15,6,9,20,46,43,1,https://fbref.com/en/players/f7dc2ae5/Aritz-Elustondo
2023,Real Sociedad,La Liga,Carlos Fernández,ESP,FW,26,1996,7,6,4,1,3,2,1,15,6.7,14,1,0,1,1,7,4,0,https://fbref.com/en/players/e08647d6/Carlos-Fernandez
2023,Real Sociedad,La Liga,Andoni Gorosabel,ESP,DF,25,1996,19,41,25,23,9,9,26,43,60.5,17,21,2,19,17,58,23,0,https://fbref.com/en/players/6f5f82c0/Andoni-Gorosabel
2023,Real Sociedad,La Liga,Ander Guevara,ESP,MF,25,1997,2.5,5,2,2,2,1,1,4,25,3,6,1,5,2,7,3,0,https://fbref.com/en/players/8e48dc61/Ander-Guevara
2023,Real Sociedad,La Liga,Asier Illarramendi,ESP,MF,32,1990,12,36,18,10,22,4,16,44,36.4,28,27,8,19,18,54,20,0,https://fbref.com/en/players/5ce0b5ba/Asier-Illarramendi
2023,Real Sociedad,La Liga,Alexander Isak,SWE,FW,22,1999,1.7,1,1,0,0,1,0,0,NA,0,0,0,0,0,1,2,0,https://fbref.com/en/players/8e92be30/Alexander-Isak
2023,Real Sociedad,La Liga,Jon Karrikaburu,ESP,FW,19,2002,1,1,0,0,1,0,0,0,NA,0,2,0,2,0,1,0,0,https://fbref.com/en/players/211589b8/Jon-Karrikaburu
2023,Real Sociedad,La Liga,Takefusa Kubo,JPN,"FW,MF",21,2001,27.1,44,26,18,16,10,16,38,42.1,22,29,1,28,9,53,4,0,https://fbref.com/en/players/16aa3654/Takefusa-Kubo
2023,Real Sociedad,La Liga,Robin Le Normand,ESP,DF,25,1996,31.1,36,23,25,9,2,14,27,51.9,13,22,14,8,33,69,93,0,https://fbref.com/en/players/9a64e67e/Robin-Le-Normand
2023,Real Sociedad,La Liga,Jon Magunacelaya,ESP,"MF,FW",22,2000,0.7,1,0,0,0,1,0,2,0,2,0,0,0,0,1,1,0,https://fbref.com/en/players/d4808594/Jon-Magunacelaya
2023,Real Sociedad,La Liga,Pablo Marín,ESP,"MF,FW",19,2003,4,10,5,5,4,1,2,7,28.6,5,1,0,1,4,14,2,0,https://fbref.com/en/players/a83c19cf/Pablo-Marin
2023,Real Sociedad,La Liga,Ander Martin,ESP,"MF,FW",21,2000,0.5,2,2,1,1,0,1,4,25,3,0,0,0,0,2,1,0,https://fbref.com/en/players/e1e75690/Ander-Martin
2023,Real Sociedad,La Liga,Brais Méndez,ESP,MF,25,1997,26.7,58,34,18,30,10,24,64,37.5,40,27,3,24,12,70,14,1,https://fbref.com/en/players/c9e39d91/Brais-Mendez
2023,Real Sociedad,La Liga,Mikel Merino,ESP,MF,26,1996,27.7,77,49,28,33,16,31,62,50,31,38,8,30,20,97,51,1,https://fbref.com/en/players/d080ed5e/Mikel-Merino
2023,Real Sociedad,La Liga,Aihen Muñoz,ESP,DF,24,1997,19.5,38,23,17,17,4,22,47,46.8,25,26,5,21,9,47,38,0,https://fbref.com/en/players/228b0d9d/Aihen-Munoz
2023,Real Sociedad,La Liga,Roberto Navarro,ESP,"MF,FW",20,2002,3.9,5,4,4,0,1,1,2,50,1,7,0,7,2,7,2,0,https://fbref.com/en/players/c997b942/Roberto-Navarro
2023,Real Sociedad,La Liga,Olasagasti,ESP,"MF,DF",21,2000,0.7,4,4,1,2,1,1,2,50,1,2,0,2,0,4,1,0,https://fbref.com/en/players/3d99999d/Olasagasti
2023,Real Sociedad,La Liga,Mikel Oyarzabal,ESP,"FW,MF",25,1997,13.5,13,7,5,3,5,5,19,26.3,14,14,4,10,3,16,5,0,https://fbref.com/en/players/8c3c640c/Mikel-Oyarzabal
2023,Real Sociedad,La Liga,Jon Pacheco,ESP,DF,21,2001,13.3,16,10,10,6,0,6,10,60,4,9,6,3,12,28,37,1,https://fbref.com/en/players/44150beb/Jon-Pacheco
2023,Real Sociedad,La Liga,Álex Remiro,ESP,GK,27,1995,38,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,17,3,https://fbref.com/en/players/374ee424/Alex-Remiro
2023,Real Sociedad,La Liga,Diego Rico,ESP,DF,29,1993,18.3,35,21,17,11,7,12,27,44.4,15,18,5,13,20,55,51,1,https://fbref.com/en/players/d9ba39fc/Diego-Rico
2023,Real Sociedad,La Liga,Umar Sadiq,NGA,FW,25,1997,0.9,1,1,0,0,1,0,1,0,1,2,0,2,0,1,0,0,https://fbref.com/en/players/686cbe7d/Umar-Sadiq
2023,Real Sociedad,La Liga,David Silva,ESP,MF,36,1986,21.5,36,21,11,18,7,11,19,57.9,8,17,2,15,15,51,16,0,https://fbref.com/en/players/e2716bd0/David-Silva
2023,Real Sociedad,La Liga,Alex Sola,ESP,DF,23,1999,3.9,18,9,14,3,1,7,10,70,3,7,2,5,7,25,10,0,https://fbref.com/en/players/5fa714d5/Alex-Sola
2023,Real Sociedad,La Liga,Alexander Sørloth,NOR,FW,26,1995,26.5,18,9,3,6,9,7,14,50,7,15,1,14,2,20,26,1,https://fbref.com/en/players/e92cd3f7/Alexander-Sorloth
2023,Real Sociedad,La Liga,Beñat Turrientes,ESP,"MF,FW",20,2002,1.2,3,3,3,0,0,1,5,20,4,2,0,2,0,3,3,0,https://fbref.com/en/players/068f4dec/Benat-Turrientes
2023,Real Sociedad,La Liga,Igor Zubeldia,ESP,DF,25,1997,28.2,35,18,28,7,0,25,35,71.4,10,23,17,6,21,56,93,0,https://fbref.com/en/players/5c7845f6/Igor-Zubeldia
2023,Real Sociedad,La Liga,Martín Zubimendi,ESP,MF,23,1999,34.5,59,33,23,30,6,24,45,53.3,21,44,17,27,37,96,55,4,https://fbref.com/en/players/3ee0dd59/Martin-Zubimendi
2023,Sevilla,La Liga,Marcos Acuña,ARG,DF,30,1991,21.2,57,36,34,17,6,30,42,71.4,12,16,5,11,23,80,36,0,https://fbref.com/en/players/81442ecb/Marcos-Acuna
2023,Sevilla,La Liga,Carlos Álvarez,ESP,MF,18,2003,0.1,1,1,0,1,0,0,0,NA,0,0,0,0,0,1,0,0,https://fbref.com/en/players/56bcaaa0/Carlos-Alvarez
2023,Sevilla,La Liga,Loïc Bade,FRA,DF,22,2000,16.1,27,20,23,3,1,17,30,56.7,13,21,13,8,23,50,77,0,https://fbref.com/en/players/114bbdee/Loic-Bade
2023,Sevilla,La Liga,Yassine Bounou,MAR,GK,31,1991,23.9,2,1,2,0,0,1,4,25,3,0,0,0,2,4,11,1,https://fbref.com/en/players/f6798fc3/Yassine-Bounou
2023,Sevilla,La Liga,Manu Bueno,ESP,MF,18,2004,1.7,7,4,3,3,1,5,8,62.5,3,0,0,0,0,7,2,0,https://fbref.com/en/players/c5642098/Manu-Bueno
2023,Sevilla,La Liga,Carmona,ESP,DF,20,2002,5.9,13,11,5,3,5,9,16,56.3,7,10,6,4,7,20,17,1,https://fbref.com/en/players/2dce876a/Carmona
2023,Sevilla,La Liga,Jesús Corona,MEX,FW,29,1993,1.2,1,0,1,0,0,0,1,0,1,0,0,0,1,2,1,0,https://fbref.com/en/players/fb938d24/Jesus-Corona
2023,Sevilla,La Liga,Thomas Delaney,DEN,MF,30,1991,3.4,4,2,0,4,0,3,5,60,2,3,2,1,4,8,3,0,https://fbref.com/en/players/fe641c1a/Thomas-Delaney
2023,Sevilla,La Liga,Marko Dmitrović,SRB,GK,30,1992,14.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,6,0,https://fbref.com/en/players/ac295d9e/Marko-Dmitrovic
2023,Sevilla,La Liga,Kasper Dolberg,DEN,FW,24,1997,2.2,1,0,0,1,0,1,3,33.3,2,0,0,0,0,1,5,0,https://fbref.com/en/players/cc83b74d/Kasper-Dolberg
2023,Sevilla,La Liga,Youssef En-Nesyri,MAR,FW,25,1997,18.5,16,8,3,7,6,4,14,28.6,10,6,2,4,4,20,16,0,https://fbref.com/en/players/04e17fd5/Youssef-En-Nesyri
2023,Sevilla,La Liga,Fernando,BRA,"MF,DF",35,1987,17.5,34,23,14,17,3,18,30,60,12,21,10,11,24,58,29,0,https://fbref.com/en/players/41f32541/Fernando
2023,Sevilla,La Liga,Bryan Gil,ESP,"FW,DF",21,2001,10.2,22,11,11,7,4,10,23,43.5,13,10,0,10,8,30,10,0,https://fbref.com/en/players/7b5ab7f2/Bryan-Gil
2023,Sevilla,La Liga,Papu Gómez,ARG,"FW,MF",34,1988,11.8,6,4,3,3,0,2,10,20,8,8,1,7,4,10,5,0,https://fbref.com/en/players/6e4df551/Papu-Gomez
2023,Sevilla,La Liga,Nemanja Gudelj,SRB,"DF,MF",30,1991,30.9,43,33,22,18,3,20,33,60.6,13,39,29,10,34,77,102,1,https://fbref.com/en/players/0076ab7f/Nemanja-Gudelj
2023,Sevilla,La Liga,Pape Gueye,SEN,MF,23,1999,13,37,22,13,21,3,16,33,48.5,17,21,5,16,22,59,10,0,https://fbref.com/en/players/7155e3e1/Pape-Gueye
2023,Sevilla,La Liga,Isco,ESP,"MF,FW",30,1992,8.9,15,9,6,5,4,8,14,57.1,6,3,0,3,10,25,3,0,https://fbref.com/en/players/a0b4bb3e/Isco
2023,Sevilla,La Liga,Diego Iturralde,ESP,DF,19,2003,0.5,1,0,1,0,0,0,2,0,2,0,0,0,0,1,1,0,https://fbref.com/en/players/9d33c71a/Diego-Iturralde
2023,Sevilla,La Liga,Adnan Januzaj,BEL,FW,27,1995,0.5,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,https://fbref.com/en/players/4737cebe/Adnan-Januzaj
2023,Sevilla,La Liga,Joan Jordán,ESP,MF,28,1994,17.7,32,17,13,17,2,16,38,42.1,22,14,7,7,16,48,14,2,https://fbref.com/en/players/2a0c8ba4/Joan-Jordan
2023,Sevilla,La Liga,Érik Lamela,ARG,"FW,MF",30,1992,20.5,46,27,14,16,16,12,34,35.3,22,26,2,24,7,53,3,0,https://fbref.com/en/players/abe66106/Erik-Lamela
2023,Sevilla,La Liga,Marcão,BRA,DF,26,1996,4.2,2,2,1,1,0,1,1,100,0,3,3,0,6,8,14,0,https://fbref.com/en/players/133faa84/Marcao
2023,Sevilla,La Liga,Rafa Mir,ESP,FW,25,1997,14.4,8,2,2,4,2,2,5,40,3,5,1,4,4,12,11,0,https://fbref.com/en/players/bbf5c11b/Rafa-Mir
2023,Sevilla,La Liga,Gonzalo Montiel,ARG,DF,25,1997,16.9,26,15,12,14,0,15,29,51.7,14,25,7,18,19,45,38,0,https://fbref.com/en/players/374d5158/Gonzalo-Montiel
2023,Sevilla,La Liga,Jesús Navas,ESP,"DF,FW",36,1985,22,19,12,8,3,8,11,22,50,11,18,7,11,22,41,52,1,https://fbref.com/en/players/3f10bd22/Jesus-Navas
2023,Sevilla,La Liga,Tanguy Nianzou,FRA,DF,20,2002,15.2,20,15,10,9,1,8,11,72.7,3,8,5,3,16,36,44,3,https://fbref.com/en/players/5853ac44/Tanguy-Nianzou
2023,Sevilla,La Liga,Lucas Ocampos,ARG,"FW,MF",28,1994,12.9,22,14,9,9,4,8,31,25.8,23,17,2,15,8,30,5,0,https://fbref.com/en/players/a08b974a/Lucas-Ocampos
2023,Sevilla,La Liga,Pedro Ortiz,ESP,MF,21,2000,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/f9358b61/Pedro-Ortiz
2023,Sevilla,La Liga,Ivan Rakitić,CRO,MF,34,1988,19.9,37,26,10,18,9,19,40,47.5,21,21,1,20,27,64,20,0,https://fbref.com/en/players/89f951b5/Ivan-Rakitic
2023,Sevilla,La Liga,Karim Rekik,NED,DF,27,1994,13.1,11,5,8,3,0,4,5,80,1,12,5,7,10,21,24,0,https://fbref.com/en/players/3376a776/Karim-Rekik
2023,Sevilla,La Liga,Iván Romero,ESP,MF,21,2001,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/2fbe6af0/Ivan-Romero
2023,Sevilla,La Liga,Kike Salas,ESP,DF,20,2002,4.1,1,1,1,0,0,0,0,NA,0,4,3,1,5,6,23,0,https://fbref.com/en/players/0a69de7b/Kike-Salas
2023,Sevilla,La Liga,Suso,ESP,"MF,FW",28,1993,11.8,16,10,5,7,4,10,22,45.5,12,7,1,6,2,18,3,0,https://fbref.com/en/players/4e219ad2/Suso
2023,Sevilla,La Liga,Alex Telles,BRA,DF,29,1992,15.9,21,13,15,6,0,13,25,52,12,17,5,12,20,41,38,0,https://fbref.com/en/players/e73c9bb2/Alex-Telles
2023,Sevilla,La Liga,Óliver Torres,ESP,"MF,FW",27,1994,23.7,39,23,12,13,14,18,59,30.5,41,26,5,21,10,49,10,0,https://fbref.com/en/players/58a9a4d9/Oliver-Torres
2023,Valencia,La Liga,Domingos André Ribeiro Almeida,POR,MF,22,2000,28.2,66,42,23,32,11,26,57,45.6,31,26,0,26,20,86,16,1,https://fbref.com/en/players/e6697917/Domingos-Andre-Ribeiro-Almeida
2023,Valencia,La Liga,Marcos André,BRA,"FW,MF",25,1996,5,4,1,1,1,2,1,2,50,1,4,1,3,0,4,0,0,https://fbref.com/en/players/ae86d473/Marcos-Andre
2023,Valencia,La Liga,Samu Castillejo,ESP,"FW,MF",27,1995,15.1,21,12,8,9,4,8,40,20,32,21,2,19,9,30,2,0,https://fbref.com/en/players/130a7a3f/Samu-Castillejo
2023,Valencia,La Liga,Edinson Cavani,URU,FW,35,1987,16.1,7,4,3,3,1,3,15,20,12,10,3,7,2,9,11,0,https://fbref.com/en/players/527f063d/Edinson-Cavani
2023,Valencia,La Liga,Eray Cömert,SUI,DF,24,1998,18.6,35,23,24,10,1,17,33,51.5,16,23,8,15,29,64,76,1,https://fbref.com/en/players/15937e17/Eray-Comert
2023,Valencia,La Liga,Thierry Correia,POR,DF,23,1999,22.3,71,52,46,22,3,31,54,57.4,23,25,2,23,24,95,54,2,https://fbref.com/en/players/c78b352d/Thierry-Correia
2023,Valencia,La Liga,Mouctar Diakhaby,GUI,DF,25,1996,27.2,30,16,19,11,0,13,20,65,7,30,17,13,20,50,111,2,https://fbref.com/en/players/d2110326/Mouctar-Diakhaby
2023,Valencia,La Liga,Hugo Duro,ESP,FW,22,1999,15.4,15,12,2,6,7,7,17,41.2,10,11,1,10,2,17,7,1,https://fbref.com/en/players/37e103f8/Hugo-Duro
2023,Valencia,La Liga,Dimitri Foulquier,FRA,DF,29,1993,19.3,31,19,17,8,6,20,28,71.4,8,19,3,16,14,45,40,0,https://fbref.com/en/players/45e17712/Dimitri-Foulquier
2023,Valencia,La Liga,Maxi Gómez,URU,FW,25,1996,1.2,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0,https://fbref.com/en/players/4c2e9442/Maxi-Gomez
2023,Valencia,La Liga,Nicolás González,ESP,MF,20,2002,15.6,27,15,11,13,3,9,25,36,16,21,7,14,19,46,16,0,https://fbref.com/en/players/2c56a792/Nicolas-Gonzalez
2023,Valencia,La Liga,Javier Guerra,ESP,MF,19,2003,6.7,16,13,7,4,5,9,20,45,11,8,1,7,11,27,9,0,https://fbref.com/en/players/3828f130/Javier-Guerra
2023,Valencia,La Liga,Hugo Guillamón,ESP,MF,22,2000,18.1,20,12,10,8,2,8,24,33.3,16,14,2,12,19,39,30,2,https://fbref.com/en/players/f7c12fbf/Hugo-Guillamon
2023,Valencia,La Liga,Justin Kluivert,NED,"FW,MF",23,1999,16.1,17,14,7,4,6,6,12,50,6,4,0,4,7,24,4,0,https://fbref.com/en/players/4c3a6744/Justin-Kluivert
2023,Valencia,La Liga,Toni Lato,ESP,"DF,MF",24,1997,10.2,23,11,9,12,2,9,21,42.9,12,10,1,9,6,29,14,0,https://fbref.com/en/players/8e088e04/Toni-Lato
2023,Valencia,La Liga,Samuel Lino,BRA,"FW,MF",22,1999,32.1,66,43,17,37,12,26,72,36.1,46,34,0,34,18,84,16,0,https://fbref.com/en/players/2a295d33/Samuel-Lino
2023,Valencia,La Liga,Diego López,ESP,"FW,MF",20,2002,5,2,2,1,1,0,2,15,13.3,13,9,0,9,3,5,5,0,https://fbref.com/en/players/c487901c/Diego-Lopez
2023,Valencia,La Liga,José Luis Gayà,ESP,DF,27,1995,30.1,80,46,61,16,3,43,74,58.1,31,28,9,19,23,103,48,0,https://fbref.com/en/players/b05e2dbd/Jose-Luis-Gaya
2023,Valencia,La Liga,Giorgi Mamardashvili,GEO,GK,21,2000,38,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,11,4,https://fbref.com/en/players/d4b73232/Giorgi-Mamardashvili
2023,Valencia,La Liga,Alberto Marí,ESP,"FW,MF",21,2001,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,https://fbref.com/en/players/44330c36/Alberto-Mari
2023,Valencia,La Liga,Ilaix Moriba,GUI,MF,19,2003,11.2,35,16,14,17,4,14,24,58.3,10,11,1,10,4,39,12,0,https://fbref.com/en/players/f4c69aa6/Ilaix-Moriba
2023,Valencia,La Liga,Cristhian Mosquera,ESP,DF,18,2004,1.6,4,2,3,1,0,4,5,80,1,1,0,1,1,5,5,0,https://fbref.com/en/players/dc1ce4f5/Cristhian-Mosquera
2023,Valencia,La Liga,Yunus Musah,USA,MF,19,2002,23.4,48,35,17,23,8,20,30,66.7,10,20,1,19,11,59,16,2,https://fbref.com/en/players/b51b1b9c/Yunus-Musah
2023,Valencia,La Liga,Cenk Özkacar,TUR,DF,21,2000,15.2,27,20,17,10,0,14,19,73.7,5,14,2,12,12,39,47,4,https://fbref.com/en/players/9a93efc9/Cenk-Ozkacar
2023,Valencia,La Liga,Gabriel Paulista,BRA,DF,31,1990,16.7,17,9,13,4,0,13,19,68.4,6,22,14,8,32,49,79,2,https://fbref.com/en/players/b7ca5c51/Gabriel-Paulista
2023,Valencia,La Liga,Francisco Perez,ESP,"FW,MF",19,2002,1.6,1,1,1,0,0,0,3,0,3,0,0,0,0,1,1,0,https://fbref.com/en/players/3d79a68c/Francisco-Perez
2023,Valencia,La Liga,Carlos Soler,ESP,MF,25,1997,2.7,2,0,0,1,1,2,3,66.7,1,1,0,1,0,2,2,0,https://fbref.com/en/players/fed17f5a/Carlos-Soler
2023,Valencia,La Liga,Jesus Vazquez,ESP,"DF,MF",19,2003,3.4,13,8,9,1,3,6,11,54.5,5,4,0,4,1,14,8,0,https://fbref.com/en/players/106c142c/Jesus-Vazquez
2023,Valladolid,La Liga,Álvaro Aceves,ESP,GK,19,2003,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/be6faae0/Alvaro-Aceves
2023,Valladolid,La Liga,Álvaro Aguado,ESP,MF,26,1996,21,27,15,13,11,3,15,25,60,10,16,4,12,13,40,15,0,https://fbref.com/en/players/014aa7bd/Alvaro-Aguado
2023,Valladolid,La Liga,Babatunde Akinsola,NGA,FW,19,2003,0.1,1,1,0,0,1,0,0,NA,0,0,0,0,0,1,0,0,https://fbref.com/en/players/733aab44/Babatunde-Akinsola
2023,Valladolid,La Liga,Selim Amallah,MAR,"MF,FW",25,1996,3,15,9,7,8,0,5,8,62.5,3,2,0,2,5,20,2,0,https://fbref.com/en/players/00eba9c9/Selim-Amallah
2023,Valladolid,La Liga,Anuar,MAR,"MF,FW",27,1995,2.3,4,4,0,1,3,0,0,NA,0,5,2,3,3,7,3,0,https://fbref.com/en/players/c93231dc/Anuar
2023,Valladolid,La Liga,Roberto Arroyo,ESP,MF,18,2003,0.2,1,1,0,1,0,1,1,100,0,0,0,0,0,1,0,0,https://fbref.com/en/players/6091cf45/Roberto-Arroyo
2023,Valladolid,La Liga,Sergio Asenjo,ESP,GK,33,1989,10,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,10,2,https://fbref.com/en/players/9f0ea33f/Sergio-Asenjo
2023,Valladolid,La Liga,Sergio Escudero,ESP,DF,32,1989,16,33,19,21,8,4,15,35,42.9,20,26,6,20,26,59,46,0,https://fbref.com/en/players/b0616e3d/Sergio-Escudero
2023,Valladolid,La Liga,Zouhair Feddal,MAR,DF,33,1989,4.2,4,2,1,3,0,3,4,75,1,9,9,0,5,9,27,0,https://fbref.com/en/players/89151b16/Zouhair-Feddal
2023,Valladolid,La Liga,Joaquín Fernández,ESP,DF,26,1996,24,35,28,20,11,4,19,30,63.3,11,31,22,9,27,62,98,1,https://fbref.com/en/players/b86a64b2/Joaquin-Fernandez
2023,Valladolid,La Liga,Iván Fresneda,ESP,DF,17,2004,19.4,48,34,31,13,4,29,47,61.7,18,32,8,24,15,63,60,0,https://fbref.com/en/players/29d0f2ac/Ivan-Fresneda
2023,Valladolid,La Liga,Sékou Gassama,SEN,FW,27,1995,0.4,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/475a738b/Sekou-Gassama
2023,Valladolid,La Liga,Sergi Guardiola,ESP,FW,31,1991,5.6,12,7,6,5,1,2,4,50,2,6,0,6,2,14,7,0,https://fbref.com/en/players/32974271/Sergi-Guardiola
2023,Valladolid,La Liga,Martin Hongla,CMR,"DF,MF",24,1998,14.5,18,13,13,5,0,11,21,52.4,10,15,12,3,8,26,46,1,https://fbref.com/en/players/b85bf253/Martin-Hongla
2023,Valladolid,La Liga,Kenedy,BRA,"FW,DF",26,1996,3.1,6,2,3,3,0,2,4,50,2,2,0,2,1,7,0,0,https://fbref.com/en/players/5eebbfdf/Kenedy
2023,Valladolid,La Liga,Cyle Larin,CAN,FW,27,1995,16.3,9,3,2,4,3,3,7,42.9,4,6,3,3,0,9,15,0,https://fbref.com/en/players/e7af9060/Cyle-Larin
2023,Valladolid,La Liga,Sergio León,ESP,FW,33,1989,14.8,6,4,0,4,2,3,6,50,3,6,0,6,0,6,4,0,https://fbref.com/en/players/0a0cc13c/Sergio-Leon
2023,Valladolid,La Liga,Darwin Machís,VEN,FW,29,1993,6.7,3,2,0,2,1,1,8,12.5,7,5,0,5,3,6,4,0,https://fbref.com/en/players/ed6ea4d9/Darwin-Machis
2023,Valladolid,La Liga,Mickael Malsa,MTQ,MF,26,1995,0.8,2,2,1,1,0,1,4,25,3,1,1,0,2,4,3,0,https://fbref.com/en/players/bbc19252/Mickael-Malsa
2023,Valladolid,La Liga,Jordi Masip,ESP,GK,33,1989,27.9,0,0,0,0,0,0,2,0,2,0,0,0,1,1,3,2,https://fbref.com/en/players/8fae77ea/Jordi-Masip
2023,Valladolid,La Liga,Roque Mesa,ESP,MF,33,1989,18,27,15,16,10,1,12,38,31.6,26,16,4,12,13,40,18,0,https://fbref.com/en/players/7c4243d4/Roque-Mesa
2023,Valladolid,La Liga,Monchu,ESP,MF,22,1999,22.6,50,29,20,21,9,19,46,41.3,27,28,11,17,18,68,22,1,https://fbref.com/en/players/8ac501f5/Monchu
2023,Valladolid,La Liga,Juanjo Narváez,COL,"MF,FW",27,1995,1.6,1,1,1,0,0,1,1,100,0,2,0,2,0,1,0,0,https://fbref.com/en/players/485e4939/Juanjo-Narvaez
2023,Valladolid,La Liga,Lucas Olaza,URU,DF,28,1994,16.6,24,14,12,10,2,17,26,65.4,9,20,8,12,14,38,34,0,https://fbref.com/en/players/4cee5954/Lucas-Olaza
2023,Valladolid,La Liga,Lucas Oliveira Rosa,BRA,DF,22,2000,10.3,39,18,23,10,6,12,20,60,8,12,2,10,15,54,24,0,https://fbref.com/en/players/5132b92c/Lucas-Oliveira-Rosa
2023,Valladolid,La Liga,Kike Pérez,ESP,MF,25,1997,25.6,67,33,30,32,5,25,68,36.8,43,26,7,19,20,87,28,0,https://fbref.com/en/players/237a3851/Kike-Perez
2023,Valladolid,La Liga,Luis Pérez,ESP,DF,27,1995,13.5,44,24,26,12,6,27,38,71.1,11,13,4,9,16,60,29,0,https://fbref.com/en/players/b7c04927/Luis-Perez
2023,Valladolid,La Liga,Óscar Plano,ESP,"FW,MF",31,1991,22.6,40,25,9,17,14,12,37,32.4,25,26,2,24,29,69,23,0,https://fbref.com/en/players/7c388b20/Oscar-Plano
2023,Valladolid,La Liga,Gonzalo Plata,ECU,FW,21,2000,25.6,66,35,31,24,11,23,70,32.9,47,40,0,40,12,78,10,1,https://fbref.com/en/players/54bcdeb0/Gonzalo-Plata
2023,Valladolid,La Liga,Manuel Pozo,ESP,FW,20,2001,0.2,0,0,0,0,0,0,0,NA,0,2,0,2,2,2,0,0,https://fbref.com/en/players/35440884/Manuel-Pozo
2023,Valladolid,La Liga,Iván Sánchez,ESP,"MF,FW",29,1992,12.8,20,14,8,8,4,10,27,37,17,14,1,13,8,28,4,0,https://fbref.com/en/players/70107d4d/Ivan-Sanchez
2023,Valladolid,La Liga,Javi Sánchez,ESP,DF,25,1997,26.6,43,26,27,15,1,17,26,65.4,9,32,22,10,46,89,116,0,https://fbref.com/en/players/60359288/Javi-Sanchez
2023,Valladolid,La Liga,David Torres,ESP,DF,19,2003,4.3,1,1,0,1,0,1,1,100,0,4,2,2,3,4,8,0,https://fbref.com/en/players/381dbcfc/David-Torres
2023,Valladolid,La Liga,Toni Villa,ESP,MF,27,1995,1,6,3,2,3,1,4,9,44.4,5,0,0,0,0,6,0,0,https://fbref.com/en/players/636eae97/Toni-Villa
2023,Valladolid,La Liga,Shon Weissman,ISR,FW,26,1996,8.3,2,1,1,1,0,0,4,0,4,8,0,8,1,3,7,0,https://fbref.com/en/players/379dc075/Shon-Weissman
2023,Valladolid,La Liga,Jawad El Yamiq,MAR,DF,30,1992,17.9,17,11,10,7,0,6,11,54.5,5,27,19,8,37,54,101,0,https://fbref.com/en/players/f6f6b6e8/Jawad-El-Yamiq
2023,Villarreal,La Liga,Raúl Albiol,ESP,DF,36,1985,23.5,25,17,17,6,2,14,18,77.8,4,17,13,4,14,39,111,0,https://fbref.com/en/players/4bd414c1/Raul-Albiol
2023,Villarreal,La Liga,Alex Baena,ESP,"MF,FW",21,2001,21.6,30,17,9,15,6,15,45,33.3,30,15,3,12,7,37,16,0,https://fbref.com/en/players/518f2234/Alex-Baena
2023,Villarreal,La Liga,Étienne Capoue,FRA,MF,34,1988,21.7,21,12,6,13,2,10,18,55.6,8,12,5,7,19,40,20,1,https://fbref.com/en/players/5acc4a10/Etienne-Capoue
2023,Villarreal,La Liga,Samuel Chukwueze,NGA,"FW,MF",23,1999,26,14,7,7,2,5,7,23,30.4,16,13,0,13,12,26,16,0,https://fbref.com/en/players/b8a642fc/Samuel-Chukwueze
2023,Villarreal,La Liga,Diego Collado,ESP,FW,21,2001,0.1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,https://fbref.com/en/players/b3f62bfc/Diego-Collado
2023,Villarreal,La Liga,Francis Coquelin,FRA,MF,31,1991,8.3,18,13,7,9,2,7,7,100,0,8,2,6,9,27,7,0,https://fbref.com/en/players/a6951bf8/Francis-Coquelin
2023,Villarreal,La Liga,Jorge Cuenca,ESP,DF,22,1999,5.6,9,7,7,2,0,4,7,57.1,3,10,8,2,6,15,44,0,https://fbref.com/en/players/0abc51f2/Jorge-Cuenca
2023,Villarreal,La Liga,Arnaut Danjuma,NED,FW,25,1997,5.3,3,3,1,0,2,1,2,50,1,0,0,0,0,3,1,1,https://fbref.com/en/players/f08490a6/Arnaut-Danjuma
